ID,Total_Count_JD,Refund_Only_Count_JD,Rental_Not_Returned_Count_JD,Partial_Payment_After_Receipt_Count_JD,Payment_Without_Delivery_Count_JD,Amount_of_Loss_JD
500000196205274677,23,0,0,4,7,6314.97
430000197004119052,20,0,0,3,5,4065.8
540000196208126837,29,0,0,8,6,4616.75
63000019850202383X,24,0,0,5,3,2613.620000000001
640000197006134183,34,0,0,6,9,7793.2
510000200411035686,29,0,0,6,6,5730.160000000001
450000196502179794,21,0,0,1,10,3771.5299999999997
110000196605025407,27,0,0,3,6,4326.7
450000195009045659,29,0,0,4,7,3214.6299999999997
650000197708038905,30,0,0,2,12,7095.98
410000198303177392,22,0,0,3,6,4793.700000000001
220000195312298437,22,0,0,5,4,4690.139999999999
360000196207236168,25,0,0,8,5,6599.77
340000195108049385,27,0,0,2,7,3203.8
630000196807316466,28,0,0,4,8,6318.749999999999
350000198212299953,28,0,0,6,6,6068.09
21000020040313304X,27,0,0,7,5,4209.13
540000197306232451,22,0,0,1,8,3116.2400000000007
140000195203136367,35,0,0,5,10,7387.27
630000196210126977,25,0,0,5,5,6304.51
450000196608197800,28,0,0,5,4,4370.509999999999
460000197601150248,23,0,0,5,3,4178.22
610000199005266946,22,0,0,5,6,6020.49
310000196306096800,31,0,0,4,7,5320.7699999999995
130000195102214854,32,0,0,7,9,7422.409999999999
35000019880520805X,27,0,0,4,7,4769.340000000001
50000019780430764X,31,0,0,7,11,8260.92
410000195006149527,33,0,0,7,11,9682.199999999999
520000199404092267,35,0,0,6,11,8231.65
210000199810252606,23,0,0,5,8,6005.15
620000197804118694,28,0,0,6,7,4776.59
640000197810155794,34,0,0,5,10,7607.530000000001
130000195606309582,23,0,0,3,10,7202.070000000001
330000196101170441,26,0,0,4,3,2281.33
650000195201317252,21,0,0,7,4,5005.08
230000199106235806,40,0,0,7,9,7055.98
220000197311249499,25,0,0,5,3,3302.83
410000196508306152,27,0,0,3,8,2411.38
370000198212031299,24,0,0,3,5,3744.8499999999995
450000198804188732,25,0,0,2,4,3312.6199999999994
330000198403243879,31,0,0,10,3,6943.64
440000196608314091,26,0,0,9,10,7244.140000000002
230000195002149083,29,0,0,3,8,4746.119999999999
310000196103108912,26,0,0,1,10,4208.9400000000005
140000198005084459,18,0,0,4,4,3648.83
650000198710169650,23,0,0,4,7,5846.480000000001
370000195609281217,18,0,0,6,3,4223.79
430000198509133137,24,0,0,1,10,5473.890000000001
440000197509292848,20,0,0,4,8,6099.75
120000196103255546,21,0,0,3,7,5241.009999999999
530000196409148934,33,0,0,5,8,6986.13
21000019500711672X,30,0,0,5,5,4691.06
530000198003200172,24,0,0,6,2,3716.3100000000004
230000197012176842,19,0,0,2,6,4050.9300000000003
350000197508115848,44,0,0,8,11,8921.54
540000198104034267,33,0,0,6,11,7952.099999999999
510000200209261647,31,0,0,6,10,7242.57
510000199309309454,27,0,0,1,6,3685.5499999999997
500000200112049912,35,0,0,8,7,7570.010000000001
230000197112306819,29,0,0,4,8,4516.48
32000020000317936X,34,0,0,6,6,5757.879999999999
540000198607062083,23,0,0,4,7,4504.83
630000199501038882,31,0,0,4,5,3709.3500000000004
36000019910223934X,22,0,0,4,7,5705.83
450000198103205798,37,0,0,7,10,6882.86
510000196601312235,35,0,0,6,11,8434.739999999998
340000199109130175,18,0,0,4,6,4903.14
370000200306267278,33,0,0,6,8,7438.530000000001
370000197610118651,19,0,0,1,4,2581.25
650000199305179008,31,0,0,5,8,5198.12
230000199410189373,32,0,0,7,7,5603.83
61000019580407490X,19,0,0,4,5,3975.4700000000003
620000195105022168,27,0,0,3,7,4366.8099999999995
130000199011238381,11,0,0,0,2,759.1899999999999
370000197703157510,30,0,0,6,8,7349.350000000001
530000195110219211,34,0,0,8,13,9977.15
610000198908133146,34,0,0,8,4,5312.339999999999
510000199512049643,33,0,0,9,9,7949.549999999999
410000198002130646,24,0,0,5,6,5533.54
120000199607252553,21,0,0,2,7,2408.6299999999997
410000197404093011,18,0,0,6,2,3239.8700000000003
110000195905010886,32,0,0,4,12,7756.349999999999
340000198903200949,27,0,0,4,7,5850.110000000001
110000196108020592,29,0,0,6,11,9019.809999999998
650000199310115711,27,0,0,6,4,5122.959999999999
220000195708102509,30,0,0,2,6,4215.4800000000005
640000198210079358,21,0,0,3,4,3568.1600000000003
140000197707137995,27,0,0,4,6,5491.49
610000198702233854,25,0,0,4,7,4463.8099999999995
340000197710282023,28,0,0,4,3,2897.5600000000004
360000196206191666,33,0,0,6,4,3665.3
110000197103025014,25,0,0,1,4,3529.23
510000195412263484,29,0,0,2,9,4427.71
330000198105287777,22,0,0,5,4,4218.99
610000198708134099,29,0,0,5,6,5308.360000000001
35000019671228816X,23,0,0,3,6,5832.969999999999
120000198609202352,39,0,0,5,11,7441.799999999998
350000199103076843,27,0,0,2,7,4629.179999999999
340000200405041324,26,0,0,6,5,4484.18
410000199606303338,34,0,0,6,7,5045.009999999999
370000195112290396,20,0,0,4,2,4126.290000000001
350000195804152468,32,0,0,7,7,7543.28
370000198105119869,25,0,0,4,6,3989.2799999999997
500000197107130498,24,0,0,6,4,4771.410000000001
520000199309237376,29,0,0,5,5,4274.08
34000019870917728X,21,0,0,4,4,3375.35
51000019920429329X,32,0,0,6,8,5067.510000000001
650000198408023001,31,0,0,8,9,8096.559999999999
630000200211244149,31,0,0,5,7,5405.25
520000196307124075,26,0,0,8,8,7235.33
35000019530713316X,33,0,0,5,7,6213.58
330000195510197384,31,0,0,5,9,6731.490000000001
530000197911249911,27,0,0,4,8,7002.750000000001
410000195512089803,23,0,0,2,6,3823.6300000000006
650000199508265977,30,0,0,6,8,6009.73
540000197310166944,23,0,0,2,4,3376.06
500000200310281317,26,0,0,3,8,4556.41
130000199107021232,26,0,0,5,3,3283.41
330000195006244516,25,0,0,4,7,6157.799999999999
530000198512135559,23,0,0,4,2,2062.64
14000019900726903X,29,0,0,7,8,6659.84
340000197910054412,26,0,0,7,8,6934.59
32000019771025319X,18,0,0,3,5,3653.0699999999997
650000200311301028,21,0,0,4,7,5589.69
230000198805312271,23,0,0,1,9,5496.47
130000196802143174,23,0,0,3,7,5607.120000000001
450000195203221628,24,0,0,1,10,3806.9400000000005
430000197402170072,31,0,0,7,7,5975.110000000001
520000197501224736,32,0,0,5,11,7176.709999999999
130000198407176143,27,0,0,4,5,3868.5499999999997
410000196910249635,25,0,0,6,6,5995.090000000002
540000200112130961,27,0,0,3,7,5389.96
370000196607172118,25,0,0,3,7,5265.360000000001
630000195401225498,35,0,0,5,10,8857.78
310000198401232152,25,0,0,7,6,5736.839999999999
420000197812259668,22,0,0,5,9,6178.150000000001
540000199602167147,27,0,0,7,6,6895.410000000002
410000195010236973,32,0,0,11,5,7149.16
610000199208301326,29,0,0,6,7,5480.780000000001
360000200210011364,30,0,0,5,8,5350.32
110000198512038638,27,0,0,5,5,4399.679999999999
120000196203263287,24,0,0,2,7,4371.639999999999
310000200011250902,48,0,0,11,10,9047.220000000003
340000200003199321,32,0,0,6,5,5966.41
450000196810036349,24,0,0,3,6,2366.2400000000002
360000200606288669,21,0,0,4,4,3890.13
43000019700913581X,23,0,0,6,7,7221.4400000000005
450000198412165160,22,0,0,6,6,4642.79
370000200101166246,28,0,0,7,5,6104.240000000001
640000195310286342,25,0,0,6,4,5071.66
510000196106268812,24,0,0,6,7,5846.240000000001
370000195411061200,26,0,0,4,6,5614.57
650000197507057333,17,0,0,2,7,3349.02
620000196110043830,25,0,0,5,5,4033.41
110000199411096737,23,0,0,5,7,5855.2300000000005
330000196911192482,33,0,0,3,8,4098.75
610000195508265795,27,0,0,8,4,6454.09
430000197309178598,23,0,0,2,7,5296.12
540000195708214679,32,0,0,7,8,8034.779999999999
500000195006218715,25,0,0,4,10,7092.519999999999
320000196004196955,31,0,0,9,5,5739.35
110000198412040001,36,0,0,6,12,7301.84
620000197706291952,29,0,0,2,10,8417.69
540000195703031291,35,0,0,5,9,7134.380000000001
130000197201023059,23,0,0,5,9,5817.54
370000196412209048,28,0,0,6,7,6068.76
440000197803052538,23,0,0,3,5,3980.0299999999997
620000198106222042,30,0,0,1,5,2949.0899999999997
420000195606261426,29,0,0,6,3,3454.02
360000199810295748,28,0,0,3,7,5369.679999999999
220000196704098391,34,0,0,4,7,6993.0199999999995
360000199002043956,34,0,0,6,10,6572.47
620000200211200021,25,0,0,4,6,3806.1999999999994
420000200601241630,26,0,0,5,6,3789.18
500000195304081315,26,0,0,5,5,2475.8500000000004
330000197412029562,28,0,0,6,4,5204.45
210000195004112061,24,0,0,4,5,4496.2
340000197511299084,28,0,0,3,10,8260.72
210000200506166936,23,0,0,2,5,2714.43
650000199707287888,18,0,0,4,5,4682.9
330000198912065222,28,0,0,5,6,5225.28
130000195806265676,17,0,0,2,2,2530.08
460000197804011109,45,0,0,8,10,8723.92
430000199510151492,29,0,0,7,8,7566.73
44000019780217519X,31,0,0,6,8,6905.9800000000005
420000195408291755,27,0,0,5,7,4266.29
370000196405062842,22,0,0,2,3,1841.3300000000002
410000199901135701,28,0,0,6,7,5078.450000000001
440000196609257383,30,0,0,3,7,3413.08
420000196111078085,17,0,0,1,2,817.35
370000195504298936,23,0,0,7,2,4742.759999999999
450000195506297515,26,0,0,4,6,3435.1100000000006
650000195704251064,22,0,0,3,4,3578.84
450000195212195601,24,0,0,6,2,3498.8599999999997
130000198912115026,28,0,0,2,7,4933.72
450000196007078910,34,0,0,3,9,4646.62
310000199002284574,29,0,0,7,5,4603.51
500000198406042265,29,0,0,6,9,7199.34
36000019821130525X,31,0,0,5,8,5962.760000000001
610000196505016229,24,0,0,8,7,6763.01
500000197712171028,27,0,0,0,4,1769.8700000000001
35000019851123608X,23,0,0,7,5,4648.070000000001
520000196507154631,19,0,0,3,6,4399.12
500000197104169266,22,0,0,2,8,4301.200000000001
130000200012058580,26,0,0,5,3,4182.1
460000196412278686,39,0,0,6,14,8435.53
65000020000713486X,35,0,0,4,10,6993.969999999999
130000195708092601,24,0,0,5,6,5566.090000000001
440000199403281859,22,0,0,3,6,5646.2
41000019560717957X,19,0,0,2,7,3575.3399999999997
650000197304105462,31,0,0,5,9,7692.090000000001
650000197003319926,25,0,0,3,9,5945.719999999998
540000196904186091,27,0,0,4,3,3636.93
140000198905235590,26,0,0,4,8,5587.5
540000195912315696,28,0,0,5,5,4870.42
62000019990719746X,30,0,0,2,9,5463.5199999999995
62000020030708204X,27,0,0,4,9,6632.759999999999
13000019870409964X,24,0,0,2,6,2677.01
340000198305269831,17,0,0,3,5,3662.8499999999995
620000199903062269,32,0,0,8,7,6518.56
650000199509021739,16,0,0,1,7,3046.67
350000195109128132,26,0,0,5,8,6098.3
110000198612243030,23,0,0,4,3,4031.83
330000195004139608,26,0,0,2,8,4383.929999999999
420000195902150317,31,0,0,10,9,7515.69
340000197702095834,35,0,0,5,14,7750.78
350000197601227983,29,0,0,5,7,5556.119999999999
450000198206064713,28,0,0,9,7,8213.44
520000199112091932,19,0,0,3,3,1329.9399999999998
41000019901012331X,35,0,0,8,12,10227.18
450000200606246655,27,0,0,4,7,6590.32
520000196811054715,27,0,0,3,11,6862.95
110000198509056317,22,0,0,5,2,2939.01
620000198203189643,21,0,0,5,5,4804.150000000001
440000200304307369,27,0,0,4,5,4362.45
360000197401030889,26,0,0,7,5,4578.54
220000199211144541,17,0,0,3,4,2474.84
500000195307066153,20,0,0,3,5,4121.8
320000196310060618,27,0,0,4,9,7279.4
420000199602279061,29,0,0,6,7,6195.01
500000198505230392,32,0,0,1,10,4658.97
320000198607075887,23,0,0,5,7,6667.189999999999
120000200009276999,17,0,0,3,2,2201.86
630000197706065404,34,0,0,6,11,8298.27
370000196709274676,26,0,0,5,5,6186.830000000001
410000195112304156,23,0,0,3,4,4250.19
410000200001260940,23,0,0,4,7,5383.040000000001
410000196405184308,23,0,0,6,8,6192.32
430000195205272994,27,0,0,3,6,3298.0
500000198606233517,27,0,0,6,6,4223.43
650000200405228503,25,0,0,4,11,5171.05
21000019511009889X,17,0,0,3,1,1852.5699999999997
450000198312038519,28,0,0,4,5,2806.23
41000020030616081X,21,0,0,3,4,3256.55
650000197208029981,26,0,0,4,8,5815.139999999999
460000196903139189,22,0,0,3,6,4738.639999999999
450000195712317222,30,0,0,3,6,4001.89
220000196105059294,27,0,0,4,8,4555.889999999999
530000198811015047,18,0,0,3,6,4220.63
420000199202214146,26,0,0,3,8,4764.5199999999995
360000197903297946,23,0,0,4,4,3689.6800000000003
440000197311300291,22,0,0,3,6,2542.02
430000197804013977,19,0,0,2,9,5279.6
370000196612282207,33,0,0,7,6,5380.64
530000196807026051,28,0,0,9,9,7391.77
320000198204016946,26,0,0,5,7,5545.97
520000197909140034,15,0,0,1,5,3527.1000000000004
520000199509254103,23,0,0,5,4,5158.08
450000199501043119,18,0,0,2,5,3839.47
370000199704237693,30,0,0,6,7,5856.53
150000196107226318,18,0,0,4,4,3917.89
140000195006306814,27,0,0,4,6,4996.9800000000005
210000195207251774,31,0,0,5,8,7085.24
360000196010099083,34,0,0,5,13,10993.670000000002
510000197902146837,23,0,0,5,5,3961.8
210000197204201797,21,0,0,6,6,5794.950000000001
46000019690422748X,26,0,0,6,5,5700.9299999999985
420000196809165383,18,0,0,1,7,3018.27
540000195805137281,24,0,0,5,4,4102.66
450000200110130237,26,0,0,1,8,4641.7699999999995
450000200008052949,32,0,0,4,5,4727.14
230000198504129641,24,0,0,7,5,5601.469999999999
370000197604080730,13,0,0,0,3,693.8
110000195208163326,25,0,0,4,8,3940.3899999999994
150000198606224527,25,0,0,4,9,5737.719999999998
410000195003061247,30,0,0,6,6,7034.63
220000198004066427,27,0,0,4,6,4069.4000000000005
650000195606267863,24,0,0,2,4,3180.87
450000197307054106,15,0,0,2,1,1079.75
13000019700821673X,19,0,0,2,5,3485.3799999999997
120000195308228571,36,0,0,5,6,5576.610000000001
63000019571102128X,19,0,0,5,5,3344.41
360000197511241687,27,0,0,7,2,3291.2600000000007
460000195210217581,23,0,0,3,6,4370.93
420000200107068772,25,0,0,8,2,3910.9999999999995
230000196603218413,18,0,0,5,4,2537.91
510000198101223729,38,0,0,8,11,8175.64
120000199608191414,30,0,0,4,9,6537.33
650000200411232808,27,0,0,7,8,6646.0
370000197507168378,25,0,0,5,4,4881.530000000001
330000197612263820,25,0,0,4,6,3640.19
610000200004077858,32,0,0,6,4,4676.54
220000199507020492,32,0,0,8,10,8612.6
410000199911089876,30,0,0,3,11,8280.28
430000197809232781,22,0,0,6,6,6065.169999999999
540000199904201793,27,0,0,5,3,1881.56
640000195203254118,26,0,0,3,7,4421.42
460000200501054544,18,0,0,4,6,5054.9
140000196102195442,33,0,0,6,9,5637.81
530000198712188233,28,0,0,7,3,4192.009999999999
120000195112078735,21,0,0,4,5,2473.8
210000197007149141,23,0,0,4,6,4765.0599999999995
120000198508214848,27,0,0,5,4,4740.419999999999
350000195502141296,27,0,0,4,9,5479.16
31000019630404250X,24,0,0,3,10,5717.18
330000195504214416,19,0,0,1,7,2890.99
520000198204151686,24,0,0,3,8,4536.6900000000005
410000198511225344,23,0,0,3,2,1915.59
150000197812246271,20,0,0,3,4,3836.3599999999997
440000195404267583,20,0,0,5,4,3906.9399999999996
140000198510204554,17,0,0,6,4,4709.29
610000197208077660,33,0,0,5,6,5074.13
510000195111028309,20,0,0,3,4,3965.4300000000003
370000197409209762,25,0,0,2,8,5242.780000000001
500000197307277515,38,0,0,6,8,8109.02
330000200302048572,34,0,0,1,12,5317.48
640000197412308580,28,0,0,3,6,3986.6500000000005
230000198412203402,36,0,0,4,5,3554.91
320000198502264171,19,0,0,6,3,4097.54
450000198511063346,23,0,0,6,6,5990.1900000000005
210000197110120857,28,0,0,0,6,3767.2499999999995
460000200211241464,25,0,0,3,5,4855.45
630000197602041491,21,0,0,3,3,2497.33
130000198710063416,23,0,0,3,6,4391.1900000000005
120000199109226766,18,0,0,5,3,3800.900000000001
220000197804162324,26,0,0,3,7,5134.28
150000200408313414,32,0,0,3,9,5384.63
14000019750829463X,25,0,0,3,7,3883.94
520000199101300081,21,0,0,2,5,2456.28
110000199103176911,28,0,0,5,10,8879.369999999999
640000200206215126,26,0,0,3,5,4211.969999999999
43000019990406536X,31,0,0,3,5,4018.74
640000197307105546,22,0,0,5,4,4144.130000000001
340000195802071873,21,0,0,3,6,4117.73
23000020031128053X,25,0,0,5,6,5168.09
530000196810128972,26,0,0,6,4,5430.790000000001
330000198511305571,29,0,0,1,7,4016.5400000000004
460000200304301729,28,0,0,3,8,4019.9599999999996
150000200407158010,30,0,0,5,7,4538.25
310000197902057757,26,0,0,5,9,6661.799999999999
210000197511123645,33,0,0,4,9,4540.139999999999
45000019860928477X,25,0,0,6,6,5168.580000000001
650000198411038183,27,0,0,3,7,4640.12
120000196103204204,31,0,0,3,8,4851.510000000001
650000196601049722,21,0,0,1,9,5387.389999999999
350000197002131699,37,0,0,3,12,7678.499999999999
370000200508308840,27,0,0,4,10,7348.389999999999
220000199804163414,31,0,0,3,6,4859.0199999999995
110000196001295406,19,0,0,4,4,3745.62
530000197503268523,25,0,0,5,4,4115.02
54000019621218217X,28,0,0,7,5,6249.72
150000197011048160,30,0,0,3,8,3943.38
120000199901231323,27,0,0,7,8,5452.280000000001
330000198806165019,16,0,0,0,7,2621.42
430000197109036085,29,0,0,5,5,5586.89
220000200603134882,17,0,0,2,4,1727.2399999999998
510000197702042312,25,0,0,3,9,6548.190000000001
230000200401295591,29,0,0,3,8,6157.61
130000200508155579,22,0,0,2,7,4596.9800000000005
150000197004028022,28,0,0,3,7,4518.89
110000197105076624,23,0,0,3,9,5144.389999999999
140000195607254116,31,0,0,6,6,3822.65
430000197908057480,23,0,0,2,6,3121.06
450000196411025183,20,0,0,8,3,5233.89
500000197904110828,27,0,0,8,10,9928.56
620000196001163833,27,0,0,2,10,6647.820000000001
320000200411289672,32,0,0,7,7,7543.930000000001
310000197812179144,18,0,0,2,6,4085.44
35000019740129783X,31,0,0,8,5,6558.59
140000197508257425,23,0,0,5,1,2781.88
140000199903084332,32,0,0,8,5,5357.3099999999995
33000019971025533X,29,0,0,5,10,7505.639999999999
310000198609063765,25,0,0,2,5,2897.25
130000200208210847,24,0,0,8,4,4147.8
140000195708219475,22,0,0,5,5,4516.799999999999
150000196901016641,29,0,0,5,6,3677.79
500000197212310802,13,0,0,6,3,3799.1299999999997
15000019650818629X,21,0,0,6,3,6021.510000000001
340000199006021910,30,0,0,5,10,9256.589999999998
370000195406018400,34,0,0,6,8,5212.470000000001
440000196306288545,27,0,0,4,11,6593.710000000001
530000196805174536,34,0,0,4,7,5322.7
510000200608222485,28,0,0,5,8,5459.85
320000197506054775,27,0,0,4,6,5387.389999999999
340000195712263249,22,0,0,2,10,5220.0
63000019850817142X,28,0,0,7,8,7804.180000000001
360000197803255749,25,0,0,4,5,3393.63
230000198206154582,25,0,0,6,5,5877.650000000001
150000200012139923,24,0,0,5,9,8095.48
330000196808096003,31,0,0,5,3,2971.23
54000019590702099X,27,0,0,6,5,4146.97
320000195111253682,30,0,0,3,7,5260.7699999999995
420000195007291228,37,0,0,5,10,8174.94
130000197111070038,16,0,0,4,4,3767.0700000000006
130000196101195596,26,0,0,0,4,1462.3900000000003
130000195908128795,28,0,0,3,9,4765.720000000001
110000198209061704,33,0,0,4,9,6363.6900000000005
46000019550905641X,36,0,0,5,11,7754.42
460000198706223110,26,0,0,3,12,8120.5
540000196507073675,29,0,0,3,10,5999.289999999999
430000200312126662,22,0,0,4,9,6125.629999999999
220000195906155660,28,0,0,3,6,5402.12
460000196211251102,31,0,0,2,9,6241.53
500000197102124689,28,0,0,6,4,4094.91
630000199203233962,29,0,0,6,4,4848.620000000001
140000196704241557,26,0,0,7,4,5040.200000000001
620000197504098484,25,0,0,4,4,4878.099999999999
150000195802134269,27,0,0,5,3,2497.2000000000003
33000019510820390X,22,0,0,5,3,2750.55
460000198910106982,23,0,0,5,5,4105.12
13000019751114725X,29,0,0,1,7,4436.93
460000197405311120,24,0,0,4,3,2720.48
650000195003176233,18,0,0,3,3,3007.65
510000197504308618,25,0,0,4,6,4546.45
120000197210315940,19,0,0,2,3,1926.1699999999998
43000019961206332X,28,0,0,3,7,4560.47
460000197609040596,24,0,0,3,7,4457.320000000001
330000195708249426,27,0,0,6,7,5832.93
450000196304149199,21,0,0,3,7,5160.79
410000198301236213,23,0,0,4,3,2897.2700000000004
220000195001217046,21,0,0,2,3,1990.08
460000196608011262,26,0,0,7,6,5690.15
220000195801070564,16,0,0,6,3,2865.44
540000196612177564,32,0,0,4,8,6569.750000000001
130000197906145726,21,0,0,6,7,6826.86
230000199007117310,35,0,0,4,8,7023.129999999999
350000197904010415,29,0,0,7,8,7623.47
310000198210271554,26,0,0,2,8,4444.3
420000196503222912,25,0,0,4,6,4224.24
320000195703273433,31,0,0,3,7,4024.2900000000004
610000199304102554,32,0,0,5,9,6176.93
330000196807303031,33,0,0,3,9,5486.2
450000198007070678,26,0,0,6,6,4742.6900000000005
620000198304229878,21,0,0,3,3,3344.12
620000199310295390,15,0,0,2,3,3253.42
210000198404099955,27,0,0,4,7,4269.010000000001
110000198410291202,24,0,0,2,5,2195.58
110000197207044711,22,0,0,2,5,3994.33
630000200506182491,18,0,0,5,3,3998.57
510000198510066381,25,0,0,4,5,4081.71
120000197712178659,29,0,0,4,6,4304.2300000000005
420000198002083271,29,0,0,9,4,4311.29
65000019741120954X,22,0,0,2,6,3008.09
420000198406154160,17,0,0,4,2,1794.39
370000200409301504,26,0,0,6,7,5406.88
110000197805228908,32,0,0,6,6,4807.65
620000197808313075,21,0,0,4,4,3873.669999999999
54000019791230737X,39,0,0,3,11,7939.869999999999
640000199604017429,19,0,0,1,7,4698.610000000001
410000197712061556,23,0,0,4,7,6380.1900000000005
640000200011187508,21,0,0,3,8,6566.92
540000195304033994,23,0,0,6,9,7489.95
450000195510265962,27,0,0,1,7,2642.05
410000195502093163,26,0,0,3,9,5750.0599999999995
540000200612027821,33,0,0,6,7,6441.42
210000195805156291,28,0,0,4,5,3887.45
510000200006041716,27,0,0,6,7,7427.949999999999
650000197906282511,24,0,0,4,5,3575.52
410000197103014180,25,0,0,1,7,5232.38
440000198405308600,23,0,0,4,3,2439.73
370000198001042369,22,0,0,2,5,3925.25
530000196511177272,19,0,0,3,10,7101.509999999999
230000196308303885,26,0,0,1,7,3047.6
370000200612239072,33,0,0,6,12,6389.7
500000199203247134,28,0,0,7,6,6177.01
420000196806226689,38,0,0,8,3,5936.059999999999
220000197404122753,37,0,0,8,10,7222.580000000002
520000195003151854,36,0,0,3,11,6453.2699999999995
420000197912193934,26,0,0,7,4,3722.8500000000004
640000197007169257,21,0,0,2,4,2991.8999999999996
210000199702197814,22,0,0,1,5,3529.64
130000197212293185,35,0,0,5,5,4643.96
420000198807021043,31,0,0,6,7,4542.93
540000197010188156,32,0,0,1,15,7097.14
15000019810723275X,24,0,0,2,1,1950.23
310000198603307837,33,0,0,6,7,6763.250000000001
430000197812243027,23,0,0,2,11,7086.780000000001
12000019880807877X,39,0,0,3,8,4451.53
110000195409112461,23,0,0,6,9,7738.47
460000199005044050,20,0,0,0,9,3966.62
310000200612150923,20,0,0,3,9,6077.56
410000200607218544,27,0,0,4,6,5982.920000000001
320000196704296543,28,0,0,6,7,5483.8
33000019761130116X,20,0,0,6,0,2260.94
110000196409285340,23,0,0,4,5,4346.12
530000199612062072,31,0,0,8,8,9057.63
610000197005194664,28,0,0,4,6,4667.469999999999
330000199812221579,27,0,0,6,6,4561.53
610000200504063209,25,0,0,4,5,5510.18
420000196705196783,29,0,0,6,6,4557.58
140000199706120808,33,0,0,9,6,6882.98
650000197206106429,25,0,0,5,5,4674.68
440000195003174116,23,0,0,4,6,4718.759999999999
320000200401173641,21,0,0,6,4,5898.109999999999
220000199112236897,32,0,0,7,12,10230.48
540000199106065096,26,0,0,5,6,4549.24
360000195307090659,21,0,0,4,4,3823.29
130000198709195446,22,0,0,4,11,7437.12
460000197310239920,21,0,0,2,4,3436.3200000000006
130000196707075513,18,0,0,3,5,4096.88
610000199605091596,30,0,0,6,2,3053.6
310000197407319801,38,0,0,5,10,8374.71
500000195101068559,23,0,0,5,3,2804.2400000000002
46000019900210816X,22,0,0,5,4,4540.13
51000019940430538X,32,0,0,2,5,3569.9900000000002
37000019930605324X,27,0,0,4,7,4878.12
520000197804101637,24,0,0,4,7,4635.0199999999995
410000196506057797,19,0,0,5,2,2433.12
650000195907059718,25,0,0,2,6,3715.6800000000003
630000196606141698,22,0,0,5,6,5237.72
46000019720520657X,28,0,0,3,6,3840.3700000000003
610000199007225486,28,0,0,4,6,4231.25
51000019720122875X,17,0,0,3,5,4442.97
13000019640423365X,25,0,0,4,14,7499.4400000000005
230000198311162904,25,0,0,3,6,4600.679999999999
140000199208066124,17,0,0,3,6,3807.13
530000198102158782,28,0,0,8,6,7278.88
370000199701266691,31,0,0,8,11,8575.91
110000200006116752,31,0,0,4,11,8859.92
650000195705156173,26,0,0,3,7,5331.669999999999
540000195507154059,26,0,0,4,6,4320.56
360000199604098620,24,0,0,5,6,5011.34
120000195409122020,30,0,0,4,10,6279.820000000001
610000199311254329,32,0,0,7,7,7399.75
450000200010060999,25,0,0,5,3,3823.4400000000005
50000019621126626X,32,0,0,5,4,3939.1600000000003
360000196103299973,20,0,0,4,3,3997.3
650000197807156595,27,0,0,3,6,4104.579999999999
150000197604167480,23,0,0,3,6,3823.8000000000006
520000198301292894,31,0,0,5,8,6389.689999999999
620000196110214505,23,0,0,3,5,3900.26
620000197204212388,29,0,0,5,5,5028.750000000001
33000019740222097X,19,0,0,2,3,1824.1399999999999
230000199910105711,24,0,0,8,6,5757.82
320000199603185178,26,0,0,2,11,6421.560000000001
460000197809029009,29,0,0,5,5,4040.3500000000004
440000195809169068,28,0,0,9,6,6674.789999999999
350000199603165703,27,0,0,6,2,3077.63
210000199502198257,23,0,0,4,6,4439.51
220000197508224121,25,0,0,1,6,4135.89
510000198205150413,27,0,0,6,7,6364.819999999999
420000198603109254,24,0,0,3,6,3163.4000000000005
460000197308046724,30,0,0,2,9,5738.899999999999
610000195008202341,36,0,0,4,6,5093.71
220000195804237999,24,0,0,5,6,6731.59
530000197807259992,23,0,0,4,8,4960.630000000001
420000197003167149,18,0,0,2,4,3157.1000000000004
51000019780625407X,18,0,0,6,4,4738.879999999999
110000199312245944,20,0,0,1,5,1219.97
140000196907303447,22,0,0,3,5,4146.23
630000196402110689,25,0,0,5,3,4026.89
440000198805224211,34,0,0,6,13,8865.630000000001
450000198807192083,28,0,0,6,10,8537.16
420000196804095793,31,0,0,4,10,6871.08
350000198011075822,28,0,0,4,5,5562.150000000001
510000195401168799,25,0,0,4,5,4064.34
130000195112258017,30,0,0,4,11,7658.19
540000199706095264,24,0,0,6,2,2820.27
420000197210282115,32,0,0,4,8,7020.67
320000197204226607,23,0,0,7,5,4934.049999999999
21000019520110284X,26,0,0,4,6,4943.73
460000196205018400,26,0,0,3,8,6108.230000000001
120000195401068955,16,0,0,5,2,2850.5700000000006
440000198505144359,33,0,0,7,14,9441.860000000002
650000195805158352,25,0,0,3,6,4938.079999999999
120000197609246334,35,0,0,7,5,4854.820000000001
450000195304131373,21,0,0,6,5,5393.84
350000199511295674,23,0,0,5,6,4763.15
530000198204122326,26,0,0,7,6,6432.369999999999
620000199302141818,19,0,0,3,6,4669.310000000001
220000199104189242,27,0,0,4,8,5560.51
620000196704034683,24,0,0,6,6,5152.49
460000196908019813,33,0,0,2,14,7073.629999999999
640000200102237996,26,0,0,2,6,3445.07
410000198010159246,27,0,0,4,8,6453.43
210000198802258894,23,0,0,4,4,2727.1400000000003
520000196806290887,25,0,0,4,7,4931.99
540000200002169144,35,0,0,3,5,5219.42
500000195107181245,26,0,0,6,5,5474.320000000001
