用户（身份证）,信用评级,平台类型
46000020001210845X,54,CreditCard
460000196106122915,79,CreditCard
370000199404137578,71,CreditCard
360000199002076010,29,CreditCard
650000198211101379,0,CreditCard
640000195911053309,30,CreditCard
350000199805203325,48,CreditCard
530000195406172192,62,CreditCard
340000196202155971,23,CreditCard
370000199209074997,9,CreditCard
45000019621008104X,33,CreditCard
210000196203128634,24,CreditCard
410000196309189408,67,CreditCard
120000195808151187,92,CreditCard
520000196106202479,31,CreditCard
420000195310298553,44,CreditCard
520000195801199959,11,CreditCard
420000196905291216,9,CreditCard
130000196212112968,99,CreditCard
650000196602281371,43,CreditCard
440000199001247738,55,CreditCard
370000196901144900,41,CreditCard
620000197011286153,55,CreditCard
140000196008280173,45,CreditCard
450000195306186239,33,CreditCard
540000195512050182,44,CreditCard
360000196607306508,27,CreditCard
440000196405295636,31,CreditCard
650000199302240547,32,CreditCard
520000197405255591,0,CreditCard
620000199205023668,11,CreditCard
220000198403214917,14,CreditCard
520000200005204319,12,CreditCard
430000198305011111,48,CreditCard
530000195508173575,64,CreditCard
610000197511239343,89,CreditCard
110000198105281171,2,CreditCard
630000197812248642,99,CreditCard
440000198807087177,45,CreditCard
140000197405193174,19,CreditCard
410000196501183428,36,CreditCard
42000019990114794X,53,CreditCard
13000019690513473X,72,CreditCard
150000196904075452,63,CreditCard
430000200306037663,91,CreditCard
430000200606056567,74,CreditCard
210000195912145029,87,CreditCard
650000196309201715,80,CreditCard
310000196404096150,81,CreditCard
450000200203160267,10,CreditCard
140000198407163600,91,CreditCard
420000197102035037,84,CreditCard
310000199706088977,49,CreditCard
65000019900427049X,30,CreditCard
440000200209164806,2,CreditCard
150000195601242562,86,CreditCard
650000200509110534,63,CreditCard
440000200203309410,17,CreditCard
150000200409051268,5,CreditCard
520000199911230281,80,CreditCard
230000197709113518,47,CreditCard
220000198704044982,73,CreditCard
350000198908039893,95,CreditCard
360000199501316170,51,CreditCard
150000195305235253,5,CreditCard
230000196206126259,56,CreditCard
110000199007313664,98,CreditCard
420000196008152187,76,CreditCard
350000196412230062,0,CreditCard
220000200408013508,45,CreditCard
430000200501164019,33,CreditCard
510000197507049340,64,CreditCard
370000200204121921,96,CreditCard
120000195505186163,36,CreditCard
120000200305194672,44,CreditCard
210000197802221982,72,CreditCard
540000196703032117,10,CreditCard
620000197112264578,79,CreditCard
540000196702018663,16,CreditCard
440000195710083686,77,CreditCard
45000019580713260X,96,CreditCard
520000197102289508,27,CreditCard
610000199606122403,61,CreditCard
650000198002090415,92,CreditCard
460000196508221959,24,CreditCard
630000196710275653,22,CreditCard
120000195905063445,5,CreditCard
540000199612262068,3,CreditCard
610000200207051922,85,CreditCard
230000198904087532,65,CreditCard
340000196604090381,9,CreditCard
350000195708098238,81,CreditCard
630000200408234905,2,CreditCard
450000198208218739,96,CreditCard
520000195610142239,62,CreditCard
610000196310029863,25,CreditCard
430000198104079523,60,CreditCard
320000198908318600,68,CreditCard
520000197506197829,38,CreditCard
650000198712278391,1,CreditCard
630000198409119685,83,CreditCard
520000196811092367,100,CreditCard
440000197009122770,10,CreditCard
140000197507043986,19,CreditCard
540000195210292450,60,CreditCard
610000197111208345,24,CreditCard
330000200504044772,0,CreditCard
210000195711046569,7,CreditCard
620000196507152664,100,CreditCard
360000196204062350,60,CreditCard
36000020021019536X,17,CreditCard
130000199711060780,55,CreditCard
150000200501194771,89,CreditCard
640000200403284833,81,CreditCard
640000196602078742,17,CreditCard
430000196210096272,58,CreditCard
420000197312071714,6,CreditCard
46000019740122891X,52,CreditCard
650000198702120312,69,CreditCard
210000197806153331,13,CreditCard
150000196312293106,47,CreditCard
310000200503262934,21,CreditCard
620000195410169676,17,CreditCard
36000019750518441X,51,CreditCard
310000198411207399,11,CreditCard
450000199809097818,0,CreditCard
420000198407212422,69,CreditCard
230000197105097481,28,CreditCard
120000197701120486,28,CreditCard
520000198703279705,81,CreditCard
630000195809124754,14,CreditCard
130000199908199778,10,CreditCard
530000197905202711,34,CreditCard
520000198311201159,44,CreditCard
510000197904242275,74,CreditCard
340000199602093654,100,CreditCard
540000195510268217,2,CreditCard
420000198208280924,13,CreditCard
340000196406260386,17,CreditCard
540000199206234037,48,CreditCard
610000196101241817,93,CreditCard
220000196107065217,62,CreditCard
65000020020504470X,44,CreditCard
330000197909200791,37,CreditCard
120000197209197836,74,CreditCard
150000195309272107,68,CreditCard
450000195804079401,82,CreditCard
450000196005163441,82,CreditCard
340000199406093753,5,CreditCard
130000198505053462,94,CreditCard
220000196102222148,12,CreditCard
350000196803028953,62,CreditCard
450000200406076989,85,CreditCard
350000200603272440,84,CreditCard
420000197701072534,51,CreditCard
46000019900810539X,39,CreditCard
360000196309183247,81,CreditCard
320000199412257642,70,CreditCard
350000195509217935,64,CreditCard
440000197702022145,57,CreditCard
620000198009044854,72,CreditCard
150000197205318990,63,CreditCard
15000019850926229X,69,CreditCard
110000197708253159,37,CreditCard
150000198210244695,94,CreditCard
220000196403075380,1,CreditCard
130000196412300744,13,CreditCard
520000196609256559,54,CreditCard
120000198408066411,20,CreditCard
460000198201237947,64,CreditCard
320000200502244066,15,CreditCard
520000199505271141,81,CreditCard
510000196708097248,96,CreditCard
620000196607121777,62,CreditCard
610000195106297815,11,CreditCard
500000197709171844,97,CreditCard
630000198609284095,35,CreditCard
110000200108253686,81,CreditCard
350000200603111284,4,CreditCard
510000199506136847,42,CreditCard
440000198211262683,58,CreditCard
320000195703302724,15,CreditCard
330000198007267019,62,CreditCard
230000199810288055,79,CreditCard
500000195101072726,26,CreditCard
41000019840906496X,56,CreditCard
120000195212165991,44,CreditCard
350000195104179053,16,CreditCard
440000197706112770,0,CreditCard
51000019591124937X,93,CreditCard
130000198108159909,17,CreditCard
520000199009245382,35,CreditCard
230000199207055433,44,CreditCard
650000197611097028,67,CreditCard
450000199404250853,57,CreditCard
350000198410193332,63,CreditCard
150000197502067198,74,CreditCard
230000200410250336,52,CreditCard
410000195201161441,17,CreditCard
440000197207221016,16,CreditCard
11000019740405859X,58,CreditCard
540000196805250860,9,CreditCard
370000196605116294,95,CreditCard
650000200607309213,65,CreditCard
33000019950304445X,78,CreditCard
220000199502071346,92,CreditCard
510000195204227059,79,CreditCard
210000198501028593,94,CreditCard
520000196202255853,64,CreditCard
150000196906283757,91,CreditCard
340000199905287704,4,CreditCard
110000199804144568,40,CreditCard
150000196803145773,15,CreditCard
500000198307120002,98,CreditCard
610000199505088525,11,CreditCard
420000195208302026,12,CreditCard
520000196306063821,82,CreditCard
360000195609170822,54,CreditCard
220000199704241892,21,CreditCard
210000195508241182,68,CreditCard
650000197408162074,35,CreditCard
540000195605200776,3,CreditCard
11000019800706013X,8,CreditCard
610000200612100652,84,CreditCard
350000196711305298,92,CreditCard
500000199001085149,18,CreditCard
370000200406018738,100,CreditCard
330000197508100167,60,CreditCard
120000195907171845,4,CreditCard
630000196702225349,97,CreditCard
340000195705068082,66,CreditCard
360000196306301631,88,CreditCard
510000199302289913,68,CreditCard
450000200103108808,20,CreditCard
640000198408296016,61,CreditCard
120000196110137177,8,CreditCard
350000197206037303,84,CreditCard
420000196605063924,51,CreditCard
450000199807248571,39,CreditCard
460000196303202228,37,CreditCard
650000195210137632,55,CreditCard
340000195902110630,98,CreditCard
350000199202213794,9,CreditCard
430000198501184802,63,CreditCard
230000195502032164,44,CreditCard
50000019830926478X,19,CreditCard
650000199508238995,99,CreditCard
520000197103162525,45,CreditCard
460000195710131610,32,CreditCard
340000196401069064,53,CreditCard
440000198802232005,40,CreditCard
340000196408230551,14,CreditCard
44000019820525402X,39,CreditCard
330000195303172256,38,CreditCard
140000198811280876,69,CreditCard
460000197802269376,91,CreditCard
120000199112014035,97,CreditCard
340000199906080414,2,CreditCard
500000195005307273,56,CreditCard
530000198806195119,91,CreditCard
450000196001162142,15,CreditCard
360000195411131684,30,CreditCard
430000198910251797,67,CreditCard
150000200005021257,43,CreditCard
140000198709111443,8,CreditCard
650000196206175665,89,CreditCard
420000197601235631,54,CreditCard
140000197311150958,62,CreditCard
410000200005014464,54,CreditCard
310000196304013311,56,CreditCard
420000198608212816,60,CreditCard
520000198611288890,68,CreditCard
130000197804035913,81,CreditCard
220000199810171744,64,CreditCard
130000198605047764,87,CreditCard
370000199307048864,96,CreditCard
520000196506168484,87,CreditCard
210000198310261130,83,CreditCard
120000197609136397,9,CreditCard
520000197906228188,98,CreditCard
520000195202117229,96,CreditCard
450000197011242802,60,CreditCard
350000196401180530,28,CreditCard
320000197812311426,64,CreditCard
220000200010016557,75,CreditCard
430000198608312894,39,CreditCard
530000199908305889,88,CreditCard
110000196208166644,98,CreditCard
150000200204235514,41,CreditCard
450000200306099139,21,CreditCard
610000197106020479,55,CreditCard
440000195907236527,14,CreditCard
63000019900321365X,41,CreditCard
640000198610228164,73,CreditCard
460000195510022671,64,CreditCard
410000199406287169,93,CreditCard
120000200011117225,72,CreditCard
32000019561006451X,17,CreditCard
440000199911210838,62,CreditCard
630000196502048763,88,CreditCard
370000195705134719,99,CreditCard
440000199411125450,71,CreditCard
460000198704052645,86,CreditCard
350000195203126053,65,CreditCard
120000197602021685,5,CreditCard
450000200009196880,78,CreditCard
13000019660505376X,97,CreditCard
360000199101166513,90,CreditCard
230000196807177908,40,CreditCard
610000197303295682,47,CreditCard
410000197708278744,23,CreditCard
630000196405252666,38,CreditCard
620000195706165543,92,CreditCard
220000198607226979,84,CreditCard
420000198112069438,22,CreditCard
140000196106159844,15,CreditCard
620000195110267354,55,CreditCard
540000200103186517,34,CreditCard
410000195001295891,40,CreditCard
320000197208163877,75,CreditCard
540000196008122735,19,CreditCard
140000195010093655,36,CreditCard
110000196210098740,2,CreditCard
530000199204222700,48,CreditCard
230000198302030272,14,CreditCard
410000196009154860,85,CreditCard
220000200602152982,57,CreditCard
460000199303278533,40,CreditCard
530000197504189229,47,CreditCard
43000019910429843X,91,CreditCard
370000198703259546,37,CreditCard
460000197305176865,65,CreditCard
500000198107220412,70,CreditCard
340000196810191626,81,CreditCard
110000199509249076,67,CreditCard
520000195001132887,33,CreditCard
350000197910271187,10,CreditCard
140000196702190143,72,CreditCard
530000200211018316,3,CreditCard
340000200001096812,73,CreditCard
510000195008113601,89,CreditCard
440000199410011726,65,CreditCard
540000195403205122,51,CreditCard
510000197710298633,98,CreditCard
140000197602050156,92,CreditCard
61000019610603186X,10,CreditCard
130000199109104090,28,CreditCard
450000199510078604,97,CreditCard
320000195701062595,67,CreditCard
420000199303233944,20,CreditCard
120000197104229192,64,CreditCard
330000195307117676,22,CreditCard
440000197001030644,43,CreditCard
320000198804025029,29,CreditCard
650000197909196520,27,CreditCard
650000198809067611,80,CreditCard
430000199702080377,4,CreditCard
430000197512154524,65,CreditCard
440000198007106480,48,CreditCard
330000195608104801,90,CreditCard
460000196312227865,100,CreditCard
520000198612111253,93,CreditCard
620000198007083542,50,CreditCard
140000197608254870,94,CreditCard
110000197904219927,65,CreditCard
440000197909210514,67,CreditCard
410000197303120332,25,CreditCard
610000197309308501,70,CreditCard
530000195412049211,51,CreditCard
460000198212044761,81,CreditCard
450000196401137325,36,CreditCard
360000199003232847,1,CreditCard
360000196801273893,78,CreditCard
430000199912021121,84,CreditCard
420000196410114998,98,CreditCard
360000197110076780,61,CreditCard
46000019530714223X,32,CreditCard
610000197008238669,84,CreditCard
520000199703104109,31,CreditCard
430000195106105234,50,CreditCard
150000199201034965,87,CreditCard
610000195011234635,3,CreditCard
530000196710213176,66,CreditCard
460000196909126274,31,CreditCard
650000198310049262,5,CreditCard
150000195007253138,67,CreditCard
330000197903195821,62,CreditCard
500000200601306799,16,CreditCard
350000197605203348,0,CreditCard
130000198711249001,44,CreditCard
450000200109139349,93,CreditCard
450000198110201373,35,CreditCard
130000199303092302,32,CreditCard
520000197906279823,74,CreditCard
320000196403209071,100,CreditCard
510000195407075147,50,CreditCard
430000195101107871,12,CreditCard
410000199003310360,53,CreditCard
640000196009309589,70,CreditCard
320000198104070777,37,CreditCard
210000196612173698,91,CreditCard
360000195711069800,68,CreditCard
510000199411228386,97,CreditCard
410000196405264789,87,CreditCard
54000019780908266X,44,CreditCard
540000200302187600,51,CreditCard
630000197810039820,47,CreditCard
130000197204162222,41,CreditCard
610000196206238649,35,CreditCard
610000195812169060,26,CreditCard
31000019761212398X,63,CreditCard
230000199104107907,64,CreditCard
620000200002021705,92,CreditCard
130000200210086953,73,CreditCard
370000199207289038,92,CreditCard
350000197703112490,91,CreditCard
530000200210052256,27,CreditCard
350000196303070741,52,CreditCard
210000198207264851,89,CreditCard
650000195308095311,83,CreditCard
220000195601299313,89,CreditCard
630000198010219174,28,CreditCard
620000195204116282,36,CreditCard
220000200110124563,36,CreditCard
430000196711211187,29,CreditCard
530000200204130844,49,CreditCard
220000195011088110,54,CreditCard
430000197701195878,37,CreditCard
310000199712209739,37,CreditCard
410000196909236079,51,CreditCard
310000197109260573,21,CreditCard
510000200104162204,72,CreditCard
640000195606159422,71,CreditCard
530000199511186084,60,CreditCard
230000198903045234,70,CreditCard
110000200402267181,13,CreditCard
500000197702249047,38,CreditCard
520000195301186609,16,CreditCard
510000196709151234,42,CreditCard
53000019870523393X,59,CreditCard
610000197306102129,62,CreditCard
450000196511136622,46,CreditCard
220000199705232218,69,CreditCard
650000195610287090,80,CreditCard
500000198610230853,98,CreditCard
340000200005238961,14,CreditCard
650000199709304514,41,CreditCard
360000195103276582,57,CreditCard
370000198911134975,32,CreditCard
370000197210273441,17,CreditCard
330000195309172134,31,CreditCard
44000019740821180X,98,CreditCard
460000199105260615,73,CreditCard
23000019820110341X,23,CreditCard
310000196109150388,78,CreditCard
420000196706171609,18,CreditCard
370000200211034594,82,CreditCard
150000200502193973,34,CreditCard
430000196001233613,54,CreditCard
370000198310253506,63,CreditCard
630000198811153830,34,CreditCard
350000200305079722,92,CreditCard
140000197403219334,28,CreditCard
120000200505244662,43,CreditCard
410000197906253919,32,CreditCard
440000199004173500,55,CreditCard
350000197712272154,57,CreditCard
42000019930105271X,27,CreditCard
350000195610033946,31,CreditCard
540000197803173122,32,CreditCard
620000195811177044,95,CreditCard
150000195912242201,3,CreditCard
120000198812014138,90,CreditCard
440000195209173063,8,CreditCard
460000199306264612,15,CreditCard
14000019990616651X,34,CreditCard
640000196012022247,97,CreditCard
150000195110044705,17,CreditCard
460000196207205664,91,CreditCard
44000020021126665X,1,CreditCard
310000197501317124,69,CreditCard
640000200106282073,74,CreditCard
350000198908208925,35,CreditCard
320000195808160654,61,CreditCard
430000196112095532,29,CreditCard
620000200401187462,0,CreditCard
330000200502157263,81,CreditCard
330000195410317895,70,CreditCard
310000200301107119,18,CreditCard
610000196803259560,77,CreditCard
130000196307297344,86,CreditCard
610000197901198268,6,CreditCard
460000199802065823,81,CreditCard
630000195310069231,88,CreditCard
340000200108034179,80,CreditCard
510000200606262328,69,CreditCard
150000199210020848,28,CreditCard
420000199503278397,21,CreditCard
410000196309013680,82,CreditCard
510000199505060510,68,CreditCard
460000200510294726,46,CreditCard
360000199903095016,83,CreditCard
62000019680209062X,44,CreditCard
340000196908291190,48,CreditCard
610000200402124293,74,CreditCard
440000195105270336,11,CreditCard
510000199910019431,43,CreditCard
330000196402050136,45,CreditCard
640000198705081150,13,CreditCard
540000198206254383,68,CreditCard
230000195703100645,66,CreditCard
630000199501185153,43,CreditCard
530000196705135919,89,CreditCard
610000198309127166,97,CreditCard
620000195902132335,95,CreditCard
140000197907297125,17,CreditCard
630000195101228793,49,CreditCard
640000195901308064,50,CreditCard
640000200507278905,9,CreditCard
430000200309105174,34,CreditCard
500000197705086335,65,CreditCard
150000195503123711,45,CreditCard
540000200104026611,22,CreditCard
410000199907208350,66,CreditCard
520000200011014562,65,CreditCard
210000195307148678,92,CreditCard
420000196311097811,32,CreditCard
36000020060726997X,53,CreditCard
220000196106194850,88,CreditCard
630000197904167823,37,CreditCard
150000198201308829,5,CreditCard
360000198205148235,28,CreditCard
520000195412106894,13,CreditCard
440000199312025948,17,CreditCard
330000195202070138,36,CreditCard
64000019670421053X,24,CreditCard
370000199111133434,89,CreditCard
420000196902280538,74,CreditCard
440000200005259272,93,CreditCard
540000198906307263,82,CreditCard
640000196811189035,40,CreditCard
330000200204298797,63,CreditCard
540000195308210118,97,CreditCard
610000199802185196,77,CreditCard
450000197912074930,6,CreditCard
330000197001300231,5,CreditCard
460000196305231209,20,CreditCard
460000195410013241,76,CreditCard
460000199509284744,99,CreditCard
140000197704143396,61,CreditCard
130000197610311596,26,CreditCard
370000199502060885,52,CreditCard
130000197512084369,22,CreditCard
330000196808145020,71,CreditCard
530000197012086047,69,CreditCard
340000196510252271,92,CreditCard
210000198112111254,71,CreditCard
130000199510191258,76,CreditCard
62000019790530770X,43,CreditCard
230000197010290465,11,CreditCard
450000198408229432,1,CreditCard
61000019901020917X,83,CreditCard
650000199401228412,88,CreditCard
540000197406213960,57,CreditCard
210000197510303548,41,CreditCard
540000200507030025,43,CreditCard
360000195108024720,77,CreditCard
130000199111020531,98,CreditCard
410000195804260836,51,CreditCard
53000019600916568X,37,CreditCard
340000197512317467,60,CreditCard
440000198511034594,54,CreditCard
44000020050304440X,22,CreditCard
520000200301268608,68,CreditCard
340000196602163436,99,CreditCard
530000200410206694,41,CreditCard
13000019530506493X,64,CreditCard
410000199001211377,90,CreditCard
430000197004158297,93,CreditCard
370000198005130139,14,CreditCard
430000199210151001,33,CreditCard
130000198410092215,80,CreditCard
520000198703010888,13,CreditCard
460000196301167326,13,CreditCard
410000199704256715,19,CreditCard
320000198203173800,68,CreditCard
33000019710408990X,51,CreditCard
52000019700314838X,90,CreditCard
13000019950307589X,3,CreditCard
120000197903059476,88,CreditCard
110000199101106637,94,CreditCard
310000195807188637,62,CreditCard
500000197309052416,6,CreditCard
440000196007225237,86,CreditCard
110000198906150438,1,CreditCard
420000198309194697,39,CreditCard
360000196805235210,56,CreditCard
620000200210131159,38,CreditCard
500000196408052636,14,CreditCard
650000199505020958,28,CreditCard
410000200405280366,84,CreditCard
310000195908197401,78,CreditCard
460000196303111000,68,CreditCard
230000200403270734,51,CreditCard
540000198306293670,97,CreditCard
330000198303214747,95,CreditCard
210000199701279228,5,CreditCard
420000198708226676,92,CreditCard
420000195712246633,55,CreditCard
510000197606032333,24,CreditCard
51000019820508687X,47,CreditCard
410000197903309833,0,CreditCard
320000195910208239,10,CreditCard
340000199908199515,1,CreditCard
440000197601115094,19,CreditCard
500000196806196977,16,CreditCard
120000196209277014,100,CreditCard
120000199412241053,6,CreditCard
610000199408034832,95,CreditCard
150000198011250590,54,CreditCard
500000200505273165,37,CreditCard
130000200503122129,62,CreditCard
640000195303121718,52,CreditCard
320000198701054871,78,CreditCard
120000197602048212,72,CreditCard
420000199302014002,30,CreditCard
620000197410202180,9,CreditCard
630000198002054832,81,CreditCard
360000195705030352,36,CreditCard
22000020021225078X,48,CreditCard
110000195505133502,83,CreditCard
320000196901073576,96,CreditCard
310000196404244571,2,CreditCard
13000019520512523X,62,CreditCard
340000200505103676,10,CreditCard
540000196603241026,59,CreditCard
220000196211251378,88,CreditCard
63000019951005995X,33,CreditCard
150000196311197737,72,CreditCard
410000195612229746,24,CreditCard
620000199701242552,20,CreditCard
140000195112300184,45,CreditCard
610000200111273723,17,CreditCard
430000197010181098,56,CreditCard
150000196812144721,31,CreditCard
310000195412298399,22,CreditCard
45000019730930712X,87,CreditCard
320000198809057572,94,CreditCard
140000198905092091,2,CreditCard
630000195710245951,40,CreditCard
230000197606191302,47,CreditCard
130000195801141359,69,CreditCard
110000199310253123,12,CreditCard
510000196701092970,64,CreditCard
330000200508204438,30,CreditCard
130000198003241623,51,CreditCard
12000019600729991X,37,CreditCard
410000195408120356,0,CreditCard
140000197803131614,3,CreditCard
460000196709173471,69,CreditCard
120000197602294501,51,CreditCard
440000198810258213,62,CreditCard
620000196404148283,79,CreditCard
420000197412222807,86,CreditCard
140000199203064103,29,CreditCard
140000198908074470,94,CreditCard
630000199106140246,47,CreditCard
210000200505267647,9,CreditCard
650000195003082923,32,CreditCard
630000198603074409,25,CreditCard
120000198812204468,98,CreditCard
500000197111217035,27,CreditCard
420000200411048119,29,CreditCard
330000198712148621,1,CreditCard
420000195011086403,36,CreditCard
320000197008050878,79,CreditCard
530000196303242279,98,CreditCard
640000196306122972,98,CreditCard
640000196007083600,29,CreditCard
350000195802268731,63,CreditCard
310000197808155748,84,CreditCard
330000198609064876,74,CreditCard
370000197708251805,31,CreditCard
120000196409038253,68,CreditCard
230000196404107737,62,CreditCard
450000195908216917,25,CreditCard
510000198612138665,43,CreditCard
230000198206281856,75,CreditCard
510000199910087186,27,CreditCard
140000198904116741,90,CreditCard
620000199203010302,33,CreditCard
460000197912242983,24,CreditCard
420000196511142381,68,CreditCard
150000200512057588,59,CreditCard
440000200509197060,60,CreditCard
630000200602046086,68,CreditCard
310000198311236774,87,CreditCard
220000198909165438,18,CreditCard
12000019781103225X,79,CreditCard
320000198309296622,50,CreditCard
540000197811038828,65,CreditCard
460000196409148979,95,CreditCard
120000197706292500,58,CreditCard
540000196505056281,89,CreditCard
130000198211257785,70,CreditCard
310000200508096509,35,CreditCard
330000196407061117,31,CreditCard
140000196304245524,59,CreditCard
210000200305059034,21,CreditCard
340000196902275165,79,CreditCard
420000195903198363,91,CreditCard
540000198604304737,97,CreditCard
530000199303296916,63,CreditCard
210000200102105766,22,CreditCard
460000196607259434,91,CreditCard
140000195510272051,83,CreditCard
410000197501278253,55,CreditCard
230000199211181766,74,CreditCard
630000195112112905,20,CreditCard
460000198511078726,70,CreditCard
110000200512190234,94,CreditCard
120000200606268559,12,CreditCard
230000196110185086,74,CreditCard
540000197803092875,41,CreditCard
630000196202086821,18,CreditCard
420000196409019918,59,CreditCard
340000197108176877,73,CreditCard
540000196211205499,16,CreditCard
630000200106142589,12,CreditCard
130000199509275841,10,CreditCard
620000199612109709,77,CreditCard
42000019650401455X,65,CreditCard
540000195611097330,89,CreditCard
140000199612121025,17,CreditCard
120000197509117877,93,CreditCard
620000198109265777,30,CreditCard
540000196503036236,57,CreditCard
62000019701101318X,91,CreditCard
620000196712015044,61,CreditCard
130000197409284389,24,CreditCard
320000195404196386,25,CreditCard
610000197301313568,12,CreditCard
360000198303120439,65,CreditCard
640000196304305468,8,CreditCard
650000200311033481,45,CreditCard
150000195303163356,0,CreditCard
510000196906184019,42,CreditCard
120000198708034796,36,CreditCard
520000196405118728,73,CreditCard
350000197205031161,48,CreditCard
120000196908219294,89,CreditCard
460000199808042526,95,CreditCard
22000019550915260X,25,CreditCard
410000198102114723,53,CreditCard
330000198301119551,26,CreditCard
340000195603287399,28,CreditCard
310000200311199272,89,CreditCard
130000195603185836,39,CreditCard
230000196006099292,32,CreditCard
630000199909249341,64,CreditCard
540000196902235945,46,CreditCard
530000195512225745,20,CreditCard
61000019931119598X,30,CreditCard
110000198103259448,80,CreditCard
620000195801219175,44,CreditCard
120000199012108210,7,CreditCard
370000197307174685,82,CreditCard
150000198502222682,27,CreditCard
130000200207154951,88,CreditCard
420000200412204216,22,CreditCard
120000196204068109,25,CreditCard
410000197102262756,54,CreditCard
220000198609019244,91,CreditCard
340000195009118525,93,CreditCard
620000195507157460,16,CreditCard
640000196912071001,65,CreditCard
420000200402188857,77,CreditCard
500000196912167950,39,CreditCard
520000199105020642,89,CreditCard
500000200208173387,89,CreditCard
330000197912204697,46,CreditCard
140000197001316772,32,CreditCard
130000195805304848,34,CreditCard
320000196009171060,88,CreditCard
44000019581228143X,97,CreditCard
120000199612268832,2,CreditCard
320000196101251354,97,CreditCard
610000196310151148,39,CreditCard
420000195102111395,66,CreditCard
340000196405255315,33,CreditCard
530000199611287181,64,CreditCard
150000197202063697,19,CreditCard
340000196603198892,59,CreditCard
54000019760324263X,78,CreditCard
410000199809161042,30,CreditCard
360000195410197817,80,CreditCard
33000019590918100X,85,CreditCard
630000196206159477,76,CreditCard
630000196110194841,55,CreditCard
640000199606086911,80,CreditCard
640000199612223601,66,CreditCard
350000198107222487,65,CreditCard
640000199805025214,97,CreditCard
510000198802220352,73,CreditCard
430000195906024010,66,CreditCard
330000195805172686,22,CreditCard
310000200106287927,25,CreditCard
510000198309297874,54,CreditCard
110000200203060540,68,CreditCard
610000198005249586,31,CreditCard
610000197911074357,18,CreditCard
500000197205295704,20,CreditCard
420000195006307099,5,CreditCard
440000195904098616,24,CreditCard
330000198512314066,78,CreditCard
110000199510307878,23,CreditCard
230000197403029268,37,CreditCard
460000197212316697,42,CreditCard
410000195601175471,39,CreditCard
440000198801059087,52,CreditCard
540000199208239931,77,CreditCard
420000198209044480,14,CreditCard
230000199602264155,74,CreditCard
360000199305277805,1,CreditCard
420000197106286108,3,CreditCard
610000199602277037,31,CreditCard
61000020040505901X,84,CreditCard
530000200512068229,93,CreditCard
330000197103014519,75,CreditCard
360000199301174905,30,CreditCard
120000198306272812,5,CreditCard
64000019840613059X,6,CreditCard
350000197810135612,44,CreditCard
21000019860725517X,27,CreditCard
320000200510289221,73,CreditCard
430000198911217742,93,CreditCard
330000197010309131,27,CreditCard
150000198112173096,32,CreditCard
630000197001313340,24,CreditCard
500000198403071183,13,CreditCard
610000198903166432,17,CreditCard
450000196508062976,96,CreditCard
610000200605103097,83,CreditCard
510000195208307179,69,CreditCard
510000196005120077,67,CreditCard
500000198604272045,55,CreditCard
360000200502147001,89,CreditCard
120000196009265334,69,CreditCard
510000197608264445,6,CreditCard
41000020030712997X,90,CreditCard
330000199309082444,33,CreditCard
520000198508232522,11,CreditCard
610000199909261099,71,CreditCard
21000019840823523X,90,CreditCard
500000195404286537,11,CreditCard
320000196208130958,30,CreditCard
11000019611220639X,2,CreditCard
14000020040708059X,56,CreditCard
410000195702113149,24,CreditCard
530000197709148690,41,CreditCard
150000198802011801,31,CreditCard
43000019600104496X,30,CreditCard
340000196211225433,34,CreditCard
430000196312211008,76,CreditCard
37000019901031579X,30,CreditCard
440000198712239246,11,CreditCard
310000195305024501,28,CreditCard
620000200505206277,46,CreditCard
410000199810283688,25,CreditCard
430000196111231176,49,CreditCard
420000199009239712,62,CreditCard
320000200409304677,28,CreditCard
430000199706044103,34,CreditCard
440000196312060467,30,CreditCard
420000195010018003,88,CreditCard
640000198204027252,81,CreditCard
450000195208057230,30,CreditCard
650000195503202303,22,CreditCard
150000197503030186,84,CreditCard
530000196102036153,14,CreditCard
310000197910211312,56,CreditCard
520000195211295406,21,CreditCard
350000199807221981,92,CreditCard
360000198205225376,94,CreditCard
630000195111101868,62,CreditCard
230000199210285766,45,CreditCard
420000195209276990,98,CreditCard
340000195705032995,89,CreditCard
370000196312127918,97,CreditCard
630000196710080514,58,CreditCard
110000196602219935,34,CreditCard
220000196205212145,22,CreditCard
350000195912193929,44,CreditCard
610000199803286538,67,CreditCard
520000195305055366,86,CreditCard
330000196202101808,64,CreditCard
530000195303063612,84,CreditCard
110000197206031580,82,CreditCard
500000198109077517,1,CreditCard
340000198002285797,3,CreditCard
610000199707273833,50,CreditCard
110000195109236796,90,CreditCard
640000196504225083,36,CreditCard
510000197611263750,75,CreditCard
370000198811177628,16,CreditCard
460000196008050647,73,CreditCard
110000198402048851,14,CreditCard
500000200611042782,65,CreditCard
150000196210214200,3,CreditCard
620000199601150976,30,CreditCard
220000198610284045,25,CreditCard
630000196503013298,85,CreditCard
110000197102251255,7,CreditCard
530000199505145219,93,CreditCard
64000019591113597X,1,CreditCard
620000198710236256,85,CreditCard
330000197106159481,15,CreditCard
150000198411113691,92,CreditCard
330000199906252819,19,CreditCard
640000199807190774,1,CreditCard
130000196608055701,0,CreditCard
360000195910113333,71,CreditCard
32000020030102581X,40,CreditCard
140000200111177317,47,CreditCard
37000019850916640X,18,CreditCard
620000199212054024,60,CreditCard
340000197905235366,54,CreditCard
