ID_JD,Total_Count_JD,Refund_Only_Count_JD,Rental_Not_Returned_Count_JD,Partial_Payment_After_Receipt_Count_JD,Payment_Without_Delivery_Count_JD,Amount_of_Loss_JD,level_JD
630000199904085018,22,0,0,3,8,5946.12,5
530000199612062072,21,0,0,4,6,4093.99,5
230000197707158384,27,0,0,5,9,7680.099999999999,5
150000195901209983,26,0,0,5,7,6324.31,5
420000195606238621,34,0,0,3,13,8038.71,5
350000195607318772,30,0,0,11,6,7018.35,5
320000196406140575,33,0,0,3,8,6721.91,5
340000198206032038,31,0,0,5,8,5752.09,5
230000197206072072,31,0,0,9,4,6559.25,5
620000197311075542,36,0,0,3,10,8096.189999999999,5
230000199810221344,34,0,0,3,9,4553.13,5
220000196107010240,22,0,0,2,10,6424.26,5
540000197411285782,27,0,0,7,4,6720.99,5
650000200106133408,31,0,0,5,7,5717.51,5
640000196111014787,29,0,0,8,1,4021.2,5
14000019560124374X,32,0,0,7,7,7587.06,5
350000196801072555,32,0,0,4,8,6967.719999999999,5
140000196811271575,25,0,0,3,7,3848.21,5
500000197904110828,21,0,0,4,1,1959.3,4
640000197408074769,21,0,0,3,9,4984.91,5
440000196101260071,38,0,0,7,10,8721.64,5
450000199308018392,31,0,0,5,8,5537.039999999999,5
130000197510187081,28,0,0,2,7,3594.77,5
650000198502163051,28,0,0,7,8,7466.470000000001,5
36000019690515790X,23,0,0,3,5,3695.48,5
140000199208066124,21,0,0,5,5,3959.49,5
44000019780217519X,25,0,0,4,7,5306.370000000001,5
360000196207102274,22,0,0,2,9,4609.57,5
460000196605088571,31,0,0,6,5,5552.950000000001,5
540000195907234533,31,0,0,7,10,8542.089999999998,5
640000195709130243,22,0,0,4,9,6786.73,5
610000195902159077,23,0,0,2,3,2162.12,4
110000196509181012,20,0,0,2,1,1399.5,4
230000195506084180,22,0,0,5,7,5762.02,5
130000200301281463,30,0,0,5,7,5890.59,5
35000019811019750X,29,0,0,5,6,3853.8,5
210000197401042254,29,0,0,6,9,5580.200000000001,5
360000195907275542,26,0,0,5,5,4460.1900000000005,5
310000198912171144,26,0,0,2,9,3824.01,5
11000019601227300X,32,0,0,3,9,7350.429999999999,5
350000196709303170,23,0,0,6,7,5209.12,5
500000197712171028,25,0,0,8,6,5554.550000000001,5
370000197604080730,33,0,0,8,5,5500.209999999999,5
140000197501153412,24,0,0,1,3,2729.6400000000003,4
430000195205272994,32,0,0,3,8,5704.27,5
510000199903274821,32,0,0,4,7,4807.01,5
610000199801284731,33,0,0,7,6,6309.929999999999,5
150000196412310778,32,0,0,3,7,4841.46,5
410000200010219798,24,0,0,3,9,5799.630000000001,5
50000019990129507X,27,0,0,7,6,6823.89,5
12000019580411221X,32,0,0,4,6,4655.49,5
630000200212256950,26,0,0,5,4,3360.5100000000007,5
310000196103108912,28,0,0,3,10,7403.67,5
430000195502134520,27,0,0,2,4,3619.66,4
410000196202284149,21,0,0,3,4,3008.06,5
450000197102060676,17,0,0,2,4,4091.91,5
14000020040417518X,30,0,0,6,11,7253.55,5
230000197502286761,28,0,0,3,7,4859.69,5
510000196303088693,20,0,0,4,4,3644.87,5
620000198202187830,36,0,0,5,10,7148.47,5
440000199508131777,32,0,0,9,6,7064.889999999999,5
500000198302226211,23,0,0,3,4,2188.43,4
360000199812253322,24,0,0,7,7,7319.400000000001,5
140000200308257273,28,0,0,2,12,6581.85,5
410000198511280538,28,0,0,5,8,7210.900000000001,5
120000200509013765,17,0,0,4,1,1977.23,4
150000198704132546,24,0,0,1,7,3460.2,5
610000197102080634,29,0,0,7,7,5444.77,5
610000198912140883,28,0,0,3,8,5612.72,5
230000195208222733,27,0,0,5,8,5916.07,5
150000197502149281,31,0,0,2,10,4804.199999999999,5
350000197810055364,21,0,0,6,4,3410.99,5
120000200111177866,22,0,0,4,3,3356.71,5
220000198210111567,23,0,0,4,7,5790.77,5
510000199103060710,26,0,0,3,6,5097.31,5
320000195703273433,38,0,0,9,7,6218.030000000001,5
540000196507073675,27,0,0,4,7,5127.68,5
440000196306288545,27,0,0,4,6,4152.650000000001,5
630000198507308076,30,0,0,9,5,5740.970000000001,5
440000197801125377,29,0,0,8,2,6270.01,5
230000197502190014,21,0,0,1,7,4630.07,5
620000198908186768,27,0,0,5,9,7969.72,5
230000196411226873,24,0,0,1,7,4795.67,5
420000199101171212,21,0,0,1,7,3087.47,5
410000197209211035,29,0,0,5,7,5957.490000000001,5
320000198106011412,19,0,0,5,7,5458.280000000001,5
520000197003279929,27,0,0,5,6,6287.679999999999,5
530000199204218090,19,0,0,4,4,3622.09,5
610000199607240567,27,0,0,2,9,3633.4,5
53000019820920227X,28,0,0,3,11,4959.02,5
21000019910220745X,33,0,0,6,6,4743.55,5
320000199708144532,34,0,0,6,13,8787.199999999999,5
460000197605105559,26,0,0,5,4,3714.58,5
540000199706095264,22,0,0,4,2,2199.95,4
31000019630404250X,41,0,0,9,15,11441.53,5
220000195708102509,15,0,0,4,3,3114.5000000000005,5
420000196809165383,28,0,0,3,7,3278.1,5
230000197508172247,24,0,0,7,4,5362.110000000001,5
220000198003266048,31,0,0,1,7,4692.62,5
430000197008311113,24,0,0,3,6,6022.950000000001,5
610000197005194664,28,0,0,5,6,5489.439999999999,5
140000196210232706,25,0,0,4,5,3432.0800000000004,5
650000195102214653,27,0,0,4,5,4144.9,5
430000195606204431,30,0,0,3,8,5122.46,5
500000198911086701,34,0,0,6,9,7344.56,5
450000196011205126,26,0,0,4,3,3078.2000000000003,4
420000196101124949,30,0,0,3,12,6594.690000000002,5
330000196306063826,31,0,0,3,6,3122.21,4
310000198805218787,22,0,0,4,8,6942.24,5
430000195012293916,28,0,0,4,7,4517.750000000001,5
460000196205018400,22,0,0,7,6,7439.370000000001,5
360000195402059529,30,0,0,4,8,5344.39,5
620000200612050714,19,0,0,2,5,4011.08,5
420000198312260499,37,0,0,2,10,5306.27,5
640000197702142013,37,0,0,4,8,4177.75,5
530000196610268831,23,0,0,4,5,3660.650000000001,5
360000200311077629,32,0,0,3,8,5924.89,5
230000195904033688,25,0,0,6,8,6934.630000000001,5
640000199710187798,15,0,0,3,2,2241.9100000000003,5
530000197811075993,15,0,0,0,3,1877.07,4
370000197909215608,29,0,0,4,7,4576.1,5
120000199503086327,24,0,0,5,7,5933.320000000001,5
630000195211199997,29,0,0,6,8,7143.49,5
530000196508152090,29,0,0,5,6,5653.4400000000005,5
630000196711116021,39,0,0,9,12,9263.53,5
350000197012275784,28,0,0,3,6,4572.71,5
540000196904186091,28,0,0,8,10,8624.029999999999,5
120000199809080534,12,0,0,2,1,861.2500000000001,4
320000198811248941,22,0,0,1,5,2831.82,4
410000195505143808,26,0,0,1,7,3783.84,5
61000019701025625X,31,0,0,4,12,7179.27,5
110000197708153780,27,0,0,2,12,8066.159999999999,5
23000020010618184X,27,0,0,3,9,6189.629999999999,5
440000198407114340,19,0,0,2,8,3333.61,5
450000196202238246,24,0,0,7,6,5864.590000000001,5
370000198305176702,30,0,0,9,4,4862.38,5
460000196412278686,41,0,0,7,11,9056.14,5
450000198406058473,22,0,0,2,3,2534.87,4
110000196911101658,30,0,0,3,10,7018.719999999999,5
510000199512049643,28,0,0,5,8,7592.109999999999,5
630000199001186424,19,0,0,3,5,3745.94,5
330000197606187489,25,0,0,6,4,4727.61,5
520000197407010811,26,0,0,5,6,4143.07,5
460000196701070830,24,0,0,3,7,5277.5,5
450000200310260650,29,0,0,6,8,6035.1,5
230000199011064995,27,0,0,9,5,4909.58,5
540000199009064446,30,0,0,9,9,8567.229999999998,5
640000196301216056,27,0,0,5,3,3403.99,5
150000195303188684,26,0,0,5,9,7524.309999999999,5
110000200112200659,33,0,0,4,10,5387.86,5
650000198904078984,30,0,0,5,9,6424.9400000000005,5
220000196107056169,32,0,0,6,7,6154.29,5
110000198706264895,31,0,0,11,6,7720.44,5
440000200510144951,26,0,0,1,6,2820.32,4
610000196003082090,28,0,0,6,5,4028.13,5
450000198610188363,28,0,0,7,3,3128.4500000000003,5
320000197011200013,31,0,0,6,7,5468.16,5
21000019890309848X,24,0,0,7,8,6357.370000000001,5
150000196901016641,35,0,0,7,9,6340.77,5
510000200012166806,27,0,0,3,6,4657.19,5
310000196804067180,18,0,0,1,7,1732.7,5
330000197401205209,32,0,0,6,8,8836.82,5
340000200108011938,28,0,0,5,8,5450.31,5
410000195505281880,27,0,0,3,7,4612.25,5
150000197004028022,21,0,0,4,3,3822.2,5
620000200104170381,25,0,0,1,6,3627.24,5
520000199709026228,37,0,0,5,7,5403.039999999999,5
510000197707103268,24,0,0,3,6,3704.11,5
530000199007187512,23,0,0,2,9,6122.009999999999,5
440000200606231718,33,0,0,7,7,5652.560000000001,5
410000197012080174,29,0,0,3,12,6125.949999999999,5
420000200002129866,20,0,0,3,8,6401.669999999999,5
420000196810038592,25,0,0,7,6,5565.290000000001,5
410000198007151526,20,0,0,3,3,2961.12,4
350000199307055534,25,0,0,3,2,2982.79,4
350000195102164130,24,0,0,4,9,4876.84,5
330000196811019535,27,0,0,6,8,5641.72,5
210000195011288575,28,0,0,3,7,4679.989999999999,5
130000196505029826,27,0,0,5,5,6827.719999999999,5
220000197707293445,22,0,0,4,6,4720.97,5
220000195804237999,23,0,0,4,4,3551.42,5
110000195002043476,33,0,0,2,12,6370.629999999999,5
650000195805158352,28,0,0,4,5,4314.570000000001,5
110000198806297862,30,0,0,0,7,3191.84,4
450000199707112060,38,0,0,6,11,7892.709999999998,5
530000198001265271,21,0,0,2,10,4891.080000000001,5
630000196304062732,29,0,0,2,7,3954.58,5
650000197405090001,25,0,0,5,6,6753.689999999999,5
630000199802021291,25,0,0,5,6,5057.63,5
520000196207087131,24,0,0,3,5,4163.65,5
420000197706181078,27,0,0,3,8,4766.53,5
430000197908057480,28,0,0,6,6,5154.749999999999,5
620000200508077845,30,0,0,2,7,4153.63,5
510000195610012870,23,0,0,6,4,3675.6,5
140000196008116859,30,0,0,7,8,5901.740000000001,5
140000198905235590,29,0,0,4,3,3278.6800000000003,4
370000200508308840,24,0,0,4,3,2532.38,4
120000195101290386,24,0,0,2,6,4949.800000000001,5
33000019880616901X,22,0,0,2,6,1600.7800000000002,5
420000196707314448,33,0,0,7,8,7025.07,5
610000198908133146,26,0,0,7,6,5444.800000000001,5
530000197807259992,31,0,0,6,7,5669.6,5
230000198611280769,33,0,0,6,10,7714.580000000001,5
360000197909089953,33,0,0,6,7,5228.530000000001,5
140000196610070996,27,0,0,4,5,4781.870000000001,5
540000198502010180,29,0,0,5,6,5703.46,5
63000019850817142X,30,0,0,7,4,3736.8,5
630000199701233295,20,0,0,4,6,4005.2,5
140000196008050247,29,0,0,4,6,5550.71,5
110000196302173445,20,0,0,4,4,2010.86,5
33000019840425377X,19,0,0,3,5,3136.27,5
370000197306088849,29,0,0,8,6,6875.739999999999,5
360000196206191666,34,0,0,1,8,3609.49,4
620000198106222042,29,0,0,8,8,5775.629999999999,5
350000200203234971,27,0,0,6,11,7644.549999999999,5
14000019740105146X,27,0,0,4,5,5517.18,5
46000019640627067X,30,0,0,4,7,5041.44,5
310000200103217034,28,0,0,3,8,5420.57,5
420000199402188835,28,0,0,7,7,6681.380000000001,5
51000019560404426X,24,0,0,5,7,5342.56,5
350000196907188388,28,0,0,4,6,4733.1900000000005,5
360000199304027329,35,0,0,5,7,5061.530000000001,5
630000198712171507,21,0,0,6,6,6323.28,5
610000200602078551,19,0,0,2,4,3097.7,5
620000200104280302,29,0,0,4,4,3053.8,4
230000199304293185,18,0,0,4,3,2816.48,5
12000019790721551X,21,0,0,6,8,6092.98,5
230000198612304400,20,0,0,4,5,5703.67,5
150000200511307610,26,0,0,5,7,5176.67,5
540000197910152554,24,0,0,6,5,5015.98,5
650000199503017560,31,0,0,8,5,6659.930000000001,5
320000196801081173,21,0,0,4,3,2950.99,5
340000198702189501,24,0,0,6,7,5925.54,5
630000195906200536,25,0,0,5,4,4873.820000000001,5
530000200410298998,21,0,0,3,6,2796.81,5
640000200008231635,23,0,0,4,6,4063.64,5
140000195004296835,29,0,0,3,8,5729.14,5
530000198611079150,20,0,0,2,8,4615.55,5
510000196107259862,31,0,0,5,10,7903.099999999999,5
420000196502288549,20,0,0,2,6,3074.2,5
650000197307226753,21,0,0,6,6,6256.830000000001,5
310000195312156334,32,0,0,7,4,5168.59,5
64000019940202476X,22,0,0,5,5,3866.4300000000007,5
120000199604240274,24,0,0,4,8,5585.19,5
130000200207052613,23,0,0,4,3,3342.9500000000003,5
210000195505202241,26,0,0,3,4,2105.52,4
460000196411223990,31,0,0,3,14,8146.099999999999,5
410000196706017036,26,0,0,5,8,6034.42,5
51000019500225338X,28,0,0,5,8,6794.650000000001,5
34000020000806870X,26,0,0,8,6,6129.27,5
65000019830519852X,27,0,0,3,8,5277.29,5
340000199411245088,31,0,0,2,7,2942.9,4
140000200602183420,30,0,0,6,4,3992.14,5
140000200008010535,31,0,0,4,6,4788.11,5
340000199403253547,17,0,0,6,1,2530.96,5
430000197604157714,23,0,0,5,7,7114.920000000001,5
34000019660629429X,26,0,0,6,6,6090.11,5
340000196404089351,27,0,0,7,7,6919.160000000001,5
320000196501128275,21,0,0,5,4,3469.68,5
630000199802079207,23,0,0,7,4,5627.51,5
520000200411305035,28,0,0,4,7,4591.530000000001,5
620000199112268180,24,0,0,3,7,4791.280000000001,5
650000197407220754,25,0,0,4,8,4382.91,5
120000197203182748,27,0,0,3,11,5619.91,5
620000197512089887,31,0,0,4,10,6157.990000000001,5
120000199109226766,26,0,0,3,6,3919.41,5
210000195704057358,25,0,0,4,7,5422.19,5
150000200503021161,21,0,0,5,4,2302.11,5
340000196904219239,28,0,0,4,3,3179.44,4
630000195610099117,36,0,0,6,10,6703.9400000000005,5
370000196412209048,25,0,0,3,8,6635.4,5
530000196307251949,41,0,0,6,11,6880.76,5
230000197407304730,29,0,0,8,4,6509.13,5
320000195307157748,30,0,0,3,9,5884.05,5
640000199911038596,24,0,0,5,5,4888.22,5
630000196308224276,21,0,0,2,5,3504.8100000000004,5
22000019930828193X,28,0,0,4,11,6842.699999999999,5
610000199507108622,38,0,0,5,14,9546.87,5
360000197401030889,23,0,0,2,6,2665.62,5
360000199810295748,32,0,0,6,7,5173.129999999999,5
210000199906299310,18,0,0,2,5,3937.6,5
210000199511273511,25,0,0,4,5,4085.37,5
220000195408202479,31,0,0,6,8,7570.239999999999,5
440000199107103812,26,0,0,5,10,8854.720000000001,5
330000198503254882,18,0,0,3,4,3244.6800000000003,5
620000200507032397,21,0,0,3,10,6804.47,5
350000195801193862,33,0,0,7,3,4437.790000000001,5
460000199812135979,30,0,0,8,6,5868.719999999999,5
130000199406029656,25,0,0,0,2,1177.05,4
440000197803200502,27,0,0,9,10,8495.6,5
130000199101129859,26,0,0,3,8,5786.42,5
120000199010101621,22,0,0,3,4,3086.71,5
520000199108319631,25,0,0,5,3,4055.93,5
50000019540225120X,24,0,0,5,7,6437.000000000001,5
310000195603059892,22,0,0,2,4,3269.55,4
650000199103207939,26,0,0,8,7,7188.06,5
610000198305236736,30,0,0,5,8,6645.9,5
360000200608176353,29,0,0,3,7,4261.3,5
360000200404136990,28,0,0,6,6,6289.49,5
120000195308228571,19,0,0,2,5,3474.19,5
500000198502054864,28,0,0,4,9,6603.29,5
35000019740129783X,20,0,0,0,5,2053.25,4
440000198809013438,30,0,0,6,8,6879.34,5
420000196210312244,18,0,0,4,3,2628.65,5
140000197206168769,31,0,0,3,9,4943.670000000001,5
630000197108177780,24,0,0,3,4,3506.31,4
310000199806010632,25,0,0,5,5,3029.3700000000003,5
33000019540209912X,20,0,0,5,4,4025.24,5
370000195702175769,32,0,0,7,9,7122.82,5
120000196408126534,23,0,0,3,6,4222.05,5
350000199407123784,22,0,0,8,2,3658.05,5
150000197706116166,26,0,0,8,5,7002.01,5
320000199410172346,30,0,0,10,5,6625.459999999999,5
370000197911269816,32,0,0,8,8,6762.64,5
110000200603253923,27,0,0,5,12,9459.32,5
450000198702282365,31,0,0,5,8,7744.46,5
110000195403137078,25,0,0,6,7,6967.29,5
130000195908128795,22,0,0,1,9,6228.69,5
420000200003218326,29,0,0,5,7,4896.14,5
340000196104072064,21,0,0,3,3,2586.4500000000003,4
620000199310295390,28,0,0,5,8,6754.259999999999,5
340000199209122738,29,0,0,4,8,5719.760000000001,5
310000198508137147,24,0,0,4,7,4300.59,5
520000199302271790,35,0,0,3,11,8473.17,5
440000200306301948,25,0,0,6,3,4422.16,5
210000199504164958,23,0,0,3,5,3602.79,5
61000019680305037X,28,0,0,4,5,3030.1399999999994,5
420000196804095793,25,0,0,7,5,5804.01,5
420000196703252139,27,0,0,12,5,5382.730000000001,5
140000199911180922,25,0,0,2,6,4291.429999999999,5
440000197311283022,30,0,0,3,5,4122.35,4
350000198103029591,28,0,0,6,4,4703.93,5
310000199511249021,22,0,0,1,8,4097.400000000001,5
520000198611045522,23,0,0,3,6,4791.070000000001,5
310000200509100178,33,0,0,8,7,8147.76,5
210000200506166936,33,0,0,2,15,8508.569999999998,5
110000197202224553,30,0,0,9,6,7014.58,5
110000196108020592,31,0,0,7,6,6077.85,5
12000019880501405X,23,0,0,7,2,4633.4,5
350000198508188638,35,0,0,5,6,6544.200000000001,5
110000196609055021,33,0,0,2,8,5611.92,5
460000195411280499,26,0,0,6,4,6064.3,5
11000019660603839X,25,0,0,6,1,3400.55,5
360000198410051192,32,0,0,4,7,4431.61,5
220000199302082817,37,0,0,5,9,5855.67,5
460000195802211714,25,0,0,2,4,3072.85,4
330000198105287777,22,0,0,6,5,5661.280000000001,5
230000200401295591,22,0,0,5,6,4766.79,5
430000199501111851,36,0,0,5,10,8043.03,5
62000019580210744X,33,0,0,4,16,11926.55,5
360000196708141343,27,0,0,4,4,2578.93,4
120000200011167636,26,0,0,2,6,4642.550000000001,5
13000019751114725X,32,0,0,8,5,6645.36,5
500000196703026262,19,0,0,2,5,3507.68,5
450000199006143112,30,0,0,5,8,7116.39,5
450000195405310338,22,0,0,3,7,4879.67,5
310000198101104335,19,0,0,2,7,4230.79,5
640000197404111382,29,0,0,5,7,5406.92,5
650000200310143531,30,0,0,4,8,4964.68,5
140000197104273402,30,0,0,5,8,7659.090000000001,5
530000197409206721,20,0,0,3,3,2308.76,4
610000200301089898,29,0,0,5,3,2760.99,4
310000198610053812,31,0,0,5,7,6461.7300000000005,5
330000198608202915,29,0,0,5,8,8515.48,5
110000198209061704,16,0,0,5,4,4314.709999999999,5
310000196006171880,30,0,0,2,6,3407.7499999999995,4
63000019901006885X,27,0,0,6,6,4099.14,5
360000196207236168,34,0,0,8,5,5499.71,5
650000197003319926,34,0,0,4,8,5091.6,5
610000196411212472,21,0,0,5,4,3679.05,5
120000196709265503,23,0,0,2,4,2203.9700000000003,4
450000196210306042,33,0,0,5,10,7752.01,5
110000197006089104,32,0,0,10,5,5820.999999999999,5
450000198311025601,26,0,0,4,11,5506.58,5
370000199408269893,27,0,0,5,7,6974.7,5
650000197807156595,32,0,0,5,9,5789.72,5
500000200007020990,28,0,0,5,6,4891.500000000001,5
110000200006116752,25,0,0,5,7,6692.179999999999,5
320000198607075887,28,0,0,5,5,3482.37,5
13000019970105925X,16,0,0,1,3,1957.18,4
330000198804158210,18,0,0,1,6,2446.11,5
620000196511239439,17,0,0,1,7,3677.06,5
330000195011216683,36,0,0,5,9,6256.289999999999,5
420000196010092937,18,0,0,4,4,3754.61,5
650000198204083731,24,0,0,2,8,4500.76,5
37000019720929144X,33,0,0,3,14,9200.73,5
330000196202094564,25,0,0,7,9,7474.270000000001,5
340000198412133817,22,0,0,2,7,3421.7000000000003,5
140000198410185202,31,0,0,7,10,7608.2,5
120000199901274518,15,0,0,4,5,5322.71,5
500000197902151503,23,0,0,5,6,5322.7,5
340000197610141178,28,0,0,5,6,5599.37,5
310000200404149610,27,0,0,3,4,3120.57,4
620000196110043830,24,0,0,5,5,4856.13,5
230000198805312271,28,0,0,5,4,4231.96,5
43000019930918118X,34,0,0,6,6,6008.71,5
420000200606227707,17,0,0,4,3,3848.49,5
140000198511097850,23,0,0,4,6,3469.05,5
330000197405128191,32,0,0,4,10,7245.87,5
510000198508208141,20,0,0,3,5,2923.93,5
150000199203241589,26,0,0,4,9,5683.409999999999,5
620000196704034683,20,0,0,5,7,4929.03,5
540000196405046633,28,0,0,4,6,5130.759999999999,5
360000199111023938,30,0,0,6,7,5545.13,5
500000196101144544,28,0,0,7,6,7982.370000000001,5
430000198202111179,28,0,0,5,11,7178.950000000001,5
650000195201217761,33,0,0,2,11,7607.94,5
350000196108200758,36,0,0,8,7,7526.29,5
360000199511206274,25,0,0,5,6,5739.2,5
43000019810401640X,33,0,0,5,8,6697.349999999999,5
44000019651007136X,26,0,0,1,9,2308.28,5
410000199508193577,22,0,0,2,8,5921.42,5
410000200107148455,28,0,0,7,7,4619.700000000001,5
120000198208267155,28,0,0,6,10,8141.259999999999,5
520000199309237376,33,0,0,5,10,6924.249999999999,5
230000198501021360,18,0,0,3,2,1810.24,4
320000195703278007,23,0,0,0,6,2274.59,4
620000196405110295,33,0,0,3,10,5147.619999999999,5
110000199005108739,31,0,0,5,5,4336.139999999999,5
530000199612205539,26,0,0,2,9,4685.14,5
440000198609199151,25,0,0,4,9,5117.02,5
630000200211244149,38,0,0,5,10,9036.679999999998,5
350000197505163182,26,0,0,9,5,5888.66,5
440000199509130469,25,0,0,3,13,8813.66,5
45000019521226390X,28,0,0,2,5,2508.99,4
410000196510053510,24,0,0,7,6,4272.56,5
210000195903132189,25,0,0,7,6,4884.900000000001,5
510000195412263484,34,0,0,6,8,7011.949999999999,5
650000197701301715,19,0,0,2,3,1444.17,4
370000196610264259,24,0,0,4,9,7838.089999999998,5
540000195103079259,28,0,0,5,8,6016.129999999998,5
360000198909163118,25,0,0,4,6,4284.77,5
630000200502027566,21,0,0,7,4,4752.869999999999,5
650000197901141402,30,0,0,8,7,7914.700000000001,5
500000197505207200,30,0,0,3,11,5897.08,5
420000198406154160,25,0,0,3,5,3919.730000000001,5
220000197301274412,27,0,0,3,8,5130.04,5
500000199809090530,31,0,0,1,8,3690.91,5
32000019980930569X,26,0,0,2,7,4550.31,5
21000020040313304X,27,0,0,7,4,3927.83,5
440000196001097270,24,0,0,3,7,4418.749999999999,5
630000195111115231,26,0,0,5,6,5151.1900000000005,5
150000198612128929,26,0,0,6,11,7874.1399999999985,5
220000198912196382,33,0,0,5,6,5315.9,5
650000195309059873,36,0,0,5,11,6899.74,5
140000200504058300,28,0,0,4,5,4937.48,5
340000197401101161,31,0,0,9,8,8490.829999999998,5
360000199901085535,26,0,0,4,5,4357.200000000001,5
130000195208296448,35,0,0,4,13,9912.22,5
210000200409309579,23,0,0,3,7,4354.26,5
310000196508036814,30,0,0,3,6,4633.200000000001,5
110000196706238014,31,0,0,6,10,6581.879999999998,5
630000199801261461,29,0,0,4,14,9451.85,5
520000198712314429,29,0,0,6,9,6760.669999999999,5
130000199302189268,29,0,0,3,6,4723.73,5
220000197208136082,24,0,0,6,8,5549.699999999999,5
350000199206075907,30,0,0,6,5,3959.79,5
150000198109133499,31,0,0,2,9,4000.980000000001,5
420000197106156637,28,0,0,5,8,4707.81,5
510000196409012830,20,0,0,4,2,4180.18,5
310000196810260761,29,0,0,2,6,4433.08,5
620000196807257572,22,0,0,2,5,3544.82,5
360000196708195026,23,0,0,5,3,4721.900000000001,5
410000199212060548,29,0,0,1,8,5210.42,5
620000200409172871,24,0,0,5,9,5371.75,5
320000198302200384,23,0,0,5,5,6024.060000000001,5
120000200210173211,28,0,0,7,6,6724.16,5
63000019571102128X,29,0,0,9,4,5174.8,5
460000198912088204,35,0,0,5,9,6014.209999999999,5
430000200105045261,33,0,0,7,4,3970.29,5
630000197603267142,31,0,0,6,7,5010.68,5
610000199304052040,28,0,0,5,8,7392.99,5
210000198105042238,24,0,0,2,4,2241.44,4
65000019741120954X,26,0,0,4,5,3882.33,5
320000198206289753,27,0,0,4,5,4572.28,5
310000200602031496,22,0,0,2,4,2818.2500000000005,4
310000197107287342,22,0,0,8,5,4860.639999999999,5
630000196304226311,28,0,0,4,8,6691.22,5
500000197301206919,30,0,0,4,6,3411.99,5
540000196208126837,32,0,0,5,8,4356.67,5
320000198204016946,25,0,0,4,3,4065.3600000000006,5
310000198204254053,22,0,0,2,4,2132.05,4
62000020030708204X,25,0,0,3,6,3725.99,5
620000195306095523,29,0,0,3,9,4467.32,5
360000199407129088,26,0,0,4,8,5383.929999999999,5
110000198509056317,24,0,0,3,6,4612.34,5
410000195901070452,20,0,0,6,4,3864.53,5
330000196803186077,30,0,0,9,7,7834.519999999999,5
460000198910106982,24,0,0,4,7,5170.069999999999,5
50000019740403366X,26,0,0,4,8,6264.509999999998,5
420000197912193934,22,0,0,7,3,4619.869999999999,5
450000195302211038,28,0,0,5,8,4758.57,5
440000200112103361,31,0,0,6,7,8247.589999999998,5
650000200601183875,25,0,0,2,4,4603.51,4
420000197906063017,17,0,0,7,5,6094.59,5
110000196109119770,30,0,0,8,5,5627.66,5
220000196704098391,36,0,0,6,6,4627.67,5
610000197404126343,30,0,0,9,7,7091.25,5
410000195809075015,25,0,0,5,4,3807.86,5
210000198404042238,35,0,0,10,9,9336.66,5
130000195008154533,31,0,0,5,8,4529.549999999999,5
340000198903200949,20,0,0,3,7,4380.910000000001,5
140000195405068999,33,0,0,9,12,11478.069999999998,5
320000196812044108,30,0,0,4,8,6442.090000000002,5
450000195601232533,24,0,0,5,6,5377.35,5
630000197208294423,35,0,0,2,6,2704.01,4
370000198810274821,25,0,0,7,5,5938.949999999999,5
610000197610259534,35,0,0,4,9,6418.159999999999,5
350000196710112726,22,0,0,2,8,4987.89,5
140000196702213720,32,0,0,9,10,8193.460000000001,5
630000199505083349,12,0,0,1,3,2351.81,4
330000195305253877,15,0,0,1,4,3945.54,5
460000197509015297,21,0,0,3,8,6390.069999999999,5
450000197802252214,26,0,0,6,6,5278.759999999999,5
370000197404232859,24,0,0,4,8,6184.22,5
120000197209151416,21,0,0,3,4,2196.4,4
14000019940412730X,28,0,0,3,8,6010.200000000001,5
320000195111253682,26,0,0,7,4,5337.67,5
340000199701014421,30,0,0,5,7,5650.88,5
150000200011210388,33,0,0,6,6,4833.83,5
15000019941114007X,33,0,0,10,7,7550.559999999999,5
310000199609178495,21,0,0,4,4,3671.96,5
330000198909047082,24,0,0,0,10,4880.779999999999,5
500000196110119623,37,0,0,10,10,9712.9,5
410000195904238345,37,0,0,7,10,8757.090000000002,5
640000195111018388,26,0,0,5,4,4578.79,5
120000196508253151,25,0,0,2,9,5299.31,5
650000200105314354,22,0,0,1,4,2028.46,4
44000019530218113X,19,0,0,3,7,4692.369999999999,5
500000195304081315,22,0,0,6,7,6542.25,5
410000195708188299,16,0,0,2,4,1500.66,4
640000197810155794,34,0,0,8,8,7451.59,5
350000197904010415,33,0,0,6,5,4398.66,5
140000196401203924,30,0,0,8,5,6424.330000000001,5
320000196212173862,28,0,0,7,7,7812.48,5
210000198308223872,29,0,0,7,4,5394.9,5
620000197609113652,21,0,0,6,8,6161.75,5
370000196203078686,17,0,0,5,4,2428.5,5
130000195003179758,29,0,0,5,9,7311.37,5
45000019931130439X,20,0,0,2,5,2954.96,5
110000196306016236,28,0,0,5,10,8057.810000000001,5
310000195607049667,25,0,0,6,7,5548.839999999999,5
540000197702028831,27,0,0,3,5,3227.89,4
340000198605135691,32,0,0,7,8,7359.439999999999,5
150000195206111079,15,0,0,1,8,4177.15,5
340000197807019352,35,0,0,9,8,7104.780000000001,5
65000020000713486X,32,0,0,6,6,5405.67,5
120000196303307435,22,0,0,2,2,1034.72,4
630000198701252491,36,0,0,8,6,5702.589999999999,5
340000200010161823,26,0,0,2,6,4386.62,5
620000197609169154,37,0,0,5,15,12376.96,5
