用户（身份证）,信用评级,平台类型
150000198901164205,92,WeChat
320000196605199107,39,WeChat
340000198208301457,0,WeChat
460000196504227990,22,WeChat
530000196112010061,62,WeChat
330000196612191930,23,WeChat
460000200206056889,39,WeChat
220000200201295595,5,WeChat
210000196103139029,25,WeChat
320000197712123313,75,WeChat
420000197701067719,37,WeChat
130000199402155612,34,WeChat
440000195410223181,39,WeChat
530000197310195700,100,WeChat
650000196205024064,24,WeChat
350000196105100663,74,WeChat
21000019570721286X,13,WeChat
220000195308039002,17,WeChat
310000199704088316,80,WeChat
210000200103244397,99,WeChat
630000196109085453,14,WeChat
540000198801278873,74,WeChat
62000019590713038X,77,WeChat
310000195103243503,76,WeChat
350000196407223001,66,WeChat
370000197306120394,67,WeChat
330000197801101134,1,WeChat
310000197003025049,56,WeChat
440000197105170027,44,WeChat
530000196012111076,76,WeChat
64000019871222499X,73,WeChat
120000196612129433,16,WeChat
430000197306152923,40,WeChat
42000019630517215X,70,WeChat
220000199607036264,43,WeChat
650000200502226358,71,WeChat
150000198809142273,40,WeChat
220000195411220299,81,WeChat
500000198103064563,85,WeChat
460000195207074487,56,WeChat
46000019720617192X,22,WeChat
230000196011010504,78,WeChat
360000195304245571,36,WeChat
440000198211117849,13,WeChat
450000199806265839,59,WeChat
530000198609157041,58,WeChat
370000198506214154,35,WeChat
130000197908307901,12,WeChat
610000199609250494,92,WeChat
650000195411207350,11,WeChat
220000196603086228,58,WeChat
62000019921102419X,69,WeChat
130000195405104599,68,WeChat
540000196711154659,21,WeChat
320000197502229793,34,WeChat
520000195212294448,71,WeChat
330000197708127962,65,WeChat
450000196202214519,63,WeChat
500000195010126290,27,WeChat
350000196605111019,94,WeChat
310000200210105556,16,WeChat
410000197912152380,83,WeChat
460000198011072109,11,WeChat
45000019830608683X,58,WeChat
210000195012077753,44,WeChat
130000197507093746,9,WeChat
610000198902012108,2,WeChat
440000196510287697,51,WeChat
340000196905191004,33,WeChat
330000197106020172,92,WeChat
130000196103262983,7,WeChat
370000198809071699,60,WeChat
630000197003059411,75,WeChat
110000197101161442,100,WeChat
310000199508070741,58,WeChat
420000196802243588,57,WeChat
530000199804132135,29,WeChat
620000196505027499,55,WeChat
45000019531115678X,73,WeChat
460000198909011839,8,WeChat
220000195105227492,23,WeChat
36000019700115417X,43,WeChat
130000200110254892,7,WeChat
500000197407044161,50,WeChat
21000019750314266X,48,WeChat
430000195203147372,36,WeChat
130000200405137562,69,WeChat
350000195711056418,80,WeChat
510000200401048408,92,WeChat
150000200505299546,98,WeChat
340000196704262347,1,WeChat
210000197907032758,73,WeChat
370000199507088721,23,WeChat
420000198308302203,42,WeChat
460000198206129179,41,WeChat
210000196305137056,23,WeChat
610000198103109878,54,WeChat
370000200407099699,89,WeChat
640000196804019185,8,WeChat
320000197009245108,26,WeChat
530000195006231077,30,WeChat
420000199907309057,19,WeChat
350000198004083197,38,WeChat
410000196510314012,95,WeChat
350000198001305735,35,WeChat
500000196903265364,74,WeChat
370000197003263574,83,WeChat
460000196002143201,62,WeChat
220000197208218168,57,WeChat
440000200105167703,19,WeChat
530000200510093594,18,WeChat
150000196208024432,15,WeChat
320000199611252027,84,WeChat
130000199909228323,2,WeChat
520000197206237147,51,WeChat
410000196505022365,26,WeChat
350000197606028908,91,WeChat
320000199208224771,26,WeChat
31000019661004786X,28,WeChat
440000198310091488,27,WeChat
370000195205054560,87,WeChat
420000199805011786,16,WeChat
360000199906120352,84,WeChat
370000197703213404,88,WeChat
460000199309269638,20,WeChat
360000197511145791,50,WeChat
230000195704258647,2,WeChat
130000199011261768,50,WeChat
230000200406088647,84,WeChat
520000197509059069,89,WeChat
530000198503112136,56,WeChat
63000019781026928X,36,WeChat
220000195711036346,55,WeChat
370000195111186538,68,WeChat
150000200108138124,88,WeChat
500000199911255071,40,WeChat
32000020040503709X,50,WeChat
350000196211034081,55,WeChat
530000198504288344,100,WeChat
420000199606221801,58,WeChat
510000199610054008,9,WeChat
630000198711092524,71,WeChat
460000197305293279,36,WeChat
450000199306279900,86,WeChat
360000196401052928,35,WeChat
640000196907099616,35,WeChat
460000200007269291,100,WeChat
540000195012233230,84,WeChat
330000199206249029,90,WeChat
540000197608070320,30,WeChat
650000195008041282,69,WeChat
34000019870306505X,84,WeChat
50000019850914810X,95,WeChat
650000198607090290,10,WeChat
610000198507220951,92,WeChat
640000198202141115,83,WeChat
140000200503074712,35,WeChat
500000199107194351,60,WeChat
630000199511296711,32,WeChat
210000198508082971,22,WeChat
440000196208043261,55,WeChat
140000196105034919,81,WeChat
54000019961011773X,26,WeChat
530000195205289351,80,WeChat
650000199905080191,52,WeChat
210000195810083402,12,WeChat
13000019780623473X,42,WeChat
110000196909170910,62,WeChat
150000196412223981,49,WeChat
430000200303148309,94,WeChat
530000200109049343,66,WeChat
340000198710275397,16,WeChat
310000198205307970,20,WeChat
340000200307153736,46,WeChat
520000199012152240,89,WeChat
230000199711107394,9,WeChat
41000019800103269X,61,WeChat
440000200109261166,0,WeChat
15000019830811336X,22,WeChat
140000198203226315,24,WeChat
420000195708080044,61,WeChat
54000019920411367X,13,WeChat
630000200304054985,76,WeChat
310000197902064340,39,WeChat
310000198404193603,79,WeChat
43000019711003903X,85,WeChat
650000198512198637,38,WeChat
340000195210228400,75,WeChat
620000200201173066,55,WeChat
220000198503011957,5,WeChat
640000197203210085,67,WeChat
210000196605107270,27,WeChat
140000199007026513,80,WeChat
220000198412051582,39,WeChat
150000198406181630,45,WeChat
320000195505113615,57,WeChat
210000196803221779,84,WeChat
540000198201176830,13,WeChat
640000200610040890,38,WeChat
210000195612132250,70,WeChat
120000199912188009,79,WeChat
150000195912028539,71,WeChat
410000200101262097,74,WeChat
150000195106034977,28,WeChat
520000199508022802,84,WeChat
310000197712084869,65,WeChat
640000198404114641,40,WeChat
23000019810220459X,24,WeChat
410000200309285175,81,WeChat
110000195012021959,10,WeChat
540000199105206344,11,WeChat
130000197306291463,24,WeChat
150000198201015452,75,WeChat
230000195902207963,10,WeChat
530000198006301382,10,WeChat
640000195503302011,18,WeChat
420000199011062469,5,WeChat
220000199705112558,69,WeChat
520000195104215917,88,WeChat
520000197510113069,81,WeChat
210000200603018361,10,WeChat
620000196004059660,43,WeChat
410000195601227681,38,WeChat
440000200308252457,40,WeChat
210000195707205715,11,WeChat
540000195810049235,41,WeChat
320000197111109751,99,WeChat
530000197403106797,30,WeChat
640000195502034086,12,WeChat
330000197708180093,21,WeChat
310000195909035295,28,WeChat
120000197402147005,23,WeChat
500000197711138779,92,WeChat
350000200004187439,16,WeChat
540000197104223151,53,WeChat
440000196501102638,87,WeChat
440000200007149050,38,WeChat
61000019941206409X,1,WeChat
620000196711174860,63,WeChat
440000199412017347,65,WeChat
370000195709126302,69,WeChat
320000198812234912,16,WeChat
230000197408090543,56,WeChat
440000199610046966,25,WeChat
530000197509099599,98,WeChat
430000197707041861,80,WeChat
340000195507136689,50,WeChat
370000196112139850,88,WeChat
110000197509188120,20,WeChat
120000200006169266,75,WeChat
310000196303254367,63,WeChat
52000019810113623X,34,WeChat
640000195010310726,61,WeChat
610000200412287512,67,WeChat
330000196707207173,64,WeChat
640000196908190235,96,WeChat
510000199004073989,49,WeChat
140000195807134522,33,WeChat
440000196305192883,45,WeChat
410000198002142700,6,WeChat
650000195911130345,9,WeChat
630000197508160283,62,WeChat
620000196111016121,54,WeChat
370000197701201346,60,WeChat
23000019510601057X,22,WeChat
360000197409072055,29,WeChat
120000195205038003,30,WeChat
210000198402135166,38,WeChat
230000196205187068,67,WeChat
640000200203117213,54,WeChat
130000195705213279,34,WeChat
210000198211060130,41,WeChat
210000199910022656,58,WeChat
42000019650306319X,5,WeChat
460000200001086582,21,WeChat
320000198104036085,22,WeChat
430000198004074370,93,WeChat
320000196209029958,74,WeChat
340000198801319180,56,WeChat
340000200111056889,27,WeChat
510000199101063811,65,WeChat
460000197201149555,0,WeChat
430000197409303640,77,WeChat
320000198302123016,37,WeChat
220000196101019105,59,WeChat
650000195703259339,22,WeChat
420000197004116634,64,WeChat
620000199101049476,83,WeChat
510000195903210918,19,WeChat
14000019721003072X,37,WeChat
630000199606139946,10,WeChat
650000198402094431,23,WeChat
210000195212058397,71,WeChat
500000196904016984,6,WeChat
140000195802090612,45,WeChat
510000195406293425,92,WeChat
500000199109108859,24,WeChat
530000197810150357,42,WeChat
61000019830913899X,22,WeChat
620000197902219800,3,WeChat
350000198812213295,60,WeChat
520000198607069927,24,WeChat
460000200106064742,69,WeChat
310000198405277673,94,WeChat
540000199301312734,34,WeChat
330000200107315209,46,WeChat
140000199911109894,42,WeChat
610000198601274366,8,WeChat
500000199412299264,60,WeChat
110000199607180498,43,WeChat
11000019920906167X,10,WeChat
61000019771218422X,39,WeChat
650000195405068075,48,WeChat
640000195212249994,67,WeChat
22000019850701440X,82,WeChat
370000197811305154,84,WeChat
150000199404231029,87,WeChat
420000198407203593,16,WeChat
13000019880614195X,69,WeChat
220000200109193828,21,WeChat
210000197701238283,32,WeChat
370000195903013774,9,WeChat
510000200501271121,70,WeChat
410000195510145250,17,WeChat
310000196801289386,36,WeChat
450000199002033039,34,WeChat
630000195903026982,53,WeChat
640000196109158642,11,WeChat
440000199002278165,81,WeChat
340000195011173689,38,WeChat
50000020060621616X,94,WeChat
500000197907031308,67,WeChat
41000019730406407X,46,WeChat
34000019830825511X,8,WeChat
220000199001082848,40,WeChat
410000196011245032,2,WeChat
130000200206238563,65,WeChat
340000196201010228,49,WeChat
210000196407230729,70,WeChat
150000197011301947,61,WeChat
35000019940111916X,33,WeChat
120000199709040113,19,WeChat
210000195104142989,0,WeChat
120000196312080631,58,WeChat
630000196306029127,21,WeChat
520000200111267903,5,WeChat
620000200101201146,16,WeChat
650000197710207894,19,WeChat
520000196507280718,75,WeChat
410000196704041446,22,WeChat
330000200506289757,7,WeChat
140000199806197714,100,WeChat
440000197305318989,55,WeChat
650000196206309184,82,WeChat
460000196409059722,81,WeChat
430000199607148708,95,WeChat
34000020030604065X,20,WeChat
110000197708101833,32,WeChat
130000199707235613,61,WeChat
530000195601079540,18,WeChat
460000196805153147,12,WeChat
120000200601306501,70,WeChat
120000196204277082,80,WeChat
610000196907318078,23,WeChat
310000196510111596,53,WeChat
420000198001205572,84,WeChat
230000199111158817,91,WeChat
620000198710041694,8,WeChat
430000196212275899,34,WeChat
61000019600108675X,35,WeChat
440000197201227599,82,WeChat
330000195809212016,54,WeChat
410000199006278490,35,WeChat
120000195106263440,88,WeChat
320000197203196549,2,WeChat
350000196910033248,36,WeChat
520000196403073781,48,WeChat
330000197805060034,22,WeChat
120000197212223484,76,WeChat
640000198505250212,74,WeChat
620000197110076661,77,WeChat
640000195911149036,97,WeChat
230000198902271942,85,WeChat
110000197101014629,96,WeChat
430000196607155090,36,WeChat
610000199301149277,24,WeChat
540000196509190242,74,WeChat
530000200209031554,51,WeChat
620000198711246202,32,WeChat
330000198010095879,11,WeChat
650000200605164612,93,WeChat
640000197708254470,70,WeChat
520000198004151104,8,WeChat
61000019630803548X,30,WeChat
11000019680529189X,73,WeChat
230000196401232954,30,WeChat
620000200602068523,6,WeChat
440000199204048288,16,WeChat
360000196911039969,51,WeChat
31000019831209208X,57,WeChat
210000197409202320,13,WeChat
500000196405039356,55,WeChat
510000197603098273,84,WeChat
450000197606227097,25,WeChat
23000019860603327X,78,WeChat
64000019770630928X,56,WeChat
450000197208059753,47,WeChat
230000199101015599,88,WeChat
520000196606091947,37,WeChat
530000198604292471,91,WeChat
130000198506200233,48,WeChat
330000196212175720,7,WeChat
360000199809288743,66,WeChat
530000198312024299,35,WeChat
640000198008077367,77,WeChat
120000199402247400,16,WeChat
540000195308314857,99,WeChat
120000195408051216,0,WeChat
610000199404176956,80,WeChat
620000200402225950,58,WeChat
32000019511209218X,50,WeChat
460000199811129745,53,WeChat
140000196703290998,48,WeChat
350000195606234411,89,WeChat
440000197908097089,54,WeChat
420000199310274787,39,WeChat
110000196911130264,61,WeChat
32000019830118057X,25,WeChat
450000200401025226,31,WeChat
630000198701268493,7,WeChat
230000197708212338,95,WeChat
440000196711300528,33,WeChat
310000197311124436,48,WeChat
500000199202268427,8,WeChat
210000199001059937,35,WeChat
370000200601024017,11,WeChat
410000198503134549,63,WeChat
310000196411263316,75,WeChat
340000195809270939,42,WeChat
150000199705269055,6,WeChat
110000199604077794,44,WeChat
460000196909179894,2,WeChat
360000198012133088,4,WeChat
45000020020809393X,66,WeChat
420000198012012485,19,WeChat
430000198409040355,15,WeChat
120000197407110658,25,WeChat
110000195802136363,29,WeChat
120000198608109818,68,WeChat
42000019681001411X,37,WeChat
350000200605050550,54,WeChat
460000197404116745,63,WeChat
360000196208286490,84,WeChat
220000197403068572,8,WeChat
520000197707298335,53,WeChat
620000197405047024,39,WeChat
22000019820821310X,41,WeChat
340000197604097334,73,WeChat
450000197006057258,27,WeChat
460000196202056807,70,WeChat
460000195104242150,58,WeChat
360000200207133141,15,WeChat
110000196904119585,90,WeChat
530000196604265044,40,WeChat
350000196201071292,87,WeChat
640000199308296953,23,WeChat
350000200011166943,100,WeChat
210000197012130832,72,WeChat
530000197707242130,11,WeChat
21000019510420107X,8,WeChat
130000197005033209,25,WeChat
650000196604211297,94,WeChat
220000198302207283,55,WeChat
540000197104213092,46,WeChat
320000197207249062,42,WeChat
420000197606295772,57,WeChat
610000196510232516,6,WeChat
420000200303275437,74,WeChat
310000198403133924,43,WeChat
350000198305246762,74,WeChat
310000195507129539,54,WeChat
650000197707164838,49,WeChat
210000198406082807,96,WeChat
430000198807257672,68,WeChat
11000019820223828X,93,WeChat
340000195210063124,94,WeChat
460000197005011380,59,WeChat
540000200212109457,23,WeChat
460000197804102609,67,WeChat
220000200312039420,57,WeChat
440000197606241858,25,WeChat
620000199303167040,14,WeChat
370000196012110567,69,WeChat
130000197901247918,93,WeChat
110000198709236654,35,WeChat
540000198202076604,65,WeChat
620000197603269998,78,WeChat
520000197502053975,10,WeChat
210000199002245539,78,WeChat
45000019961125403X,71,WeChat
350000199909168560,42,WeChat
350000199406280972,2,WeChat
220000197608206158,64,WeChat
320000198311099556,53,WeChat
340000199707063726,63,WeChat
370000198803022271,35,WeChat
110000197307170539,47,WeChat
360000198806309145,13,WeChat
370000196001049588,98,WeChat
210000197008169128,86,WeChat
610000198301284044,24,WeChat
360000199006243023,4,WeChat
410000198305172368,43,WeChat
22000019800223823X,59,WeChat
220000197307055923,57,WeChat
15000019720517320X,83,WeChat
610000199304210272,86,WeChat
140000199606066939,18,WeChat
63000019590609063X,94,WeChat
21000019730606747X,96,WeChat
430000199502063855,56,WeChat
110000197804063662,28,WeChat
530000195210140957,62,WeChat
650000197908086530,100,WeChat
520000197301047739,99,WeChat
650000198103137294,93,WeChat
120000199602173979,79,WeChat
370000195409041307,88,WeChat
310000200109073342,19,WeChat
230000197405259323,10,WeChat
340000195106214316,29,WeChat
430000197105163239,36,WeChat
640000196503117574,13,WeChat
450000197211020278,88,WeChat
530000198306084041,26,WeChat
150000200608032019,18,WeChat
140000195504135413,11,WeChat
410000196604276328,92,WeChat
450000197709091073,44,WeChat
320000197706253015,63,WeChat
460000199811128566,46,WeChat
45000019520427297X,91,WeChat
140000200212139088,84,WeChat
620000199107021378,76,WeChat
37000019991226774X,28,WeChat
33000019771213660X,42,WeChat
540000197012211946,16,WeChat
210000197109246479,46,WeChat
33000019820402071X,16,WeChat
410000197705038809,55,WeChat
370000196105143333,24,WeChat
220000195011143706,89,WeChat
330000199704298835,23,WeChat
640000196103083440,76,WeChat
500000197101093710,29,WeChat
220000197708119967,36,WeChat
43000019830308398X,7,WeChat
510000198402283717,25,WeChat
350000200201315065,61,WeChat
140000195709119732,78,WeChat
340000197805054891,39,WeChat
420000200301083343,81,WeChat
130000195304065359,6,WeChat
370000195612114719,47,WeChat
230000196301217693,47,WeChat
460000198403130929,69,WeChat
140000196308251294,83,WeChat
530000197512238000,45,WeChat
230000199406151532,92,WeChat
220000195709178177,65,WeChat
210000199810295817,1,WeChat
460000200203126589,53,WeChat
210000200612211139,46,WeChat
64000019921125794X,15,WeChat
610000196306064834,80,WeChat
140000200405210258,74,WeChat
650000200506145934,58,WeChat
370000197808177702,32,WeChat
650000196805253709,77,WeChat
210000200109100749,34,WeChat
150000199605155341,12,WeChat
360000197504198190,41,WeChat
140000200305267898,2,WeChat
230000196502266328,82,WeChat
46000020001230619X,24,WeChat
130000200210165360,34,WeChat
610000200606010351,26,WeChat
460000198101191259,1,WeChat
120000196710204054,79,WeChat
420000198608217705,72,WeChat
140000198701297693,75,WeChat
310000196512262902,20,WeChat
640000199012231640,7,WeChat
61000019521221354X,36,WeChat
640000196009162476,25,WeChat
33000019500919629X,16,WeChat
370000200301252309,98,WeChat
12000019680607416X,64,WeChat
150000199810175229,33,WeChat
620000196808225441,63,WeChat
110000197403299324,18,WeChat
140000197409263539,51,WeChat
420000199112205342,88,WeChat
630000198910049991,33,WeChat
230000198612241526,72,WeChat
51000019840315807X,24,WeChat
53000019740805659X,74,WeChat
410000195405253479,15,WeChat
320000197310222175,50,WeChat
650000199105193606,36,WeChat
460000199306251432,72,WeChat
340000196109167214,78,WeChat
140000197908234695,65,WeChat
31000019601027353X,20,WeChat
220000195907155531,2,WeChat
500000198105086571,57,WeChat
210000195207232223,50,WeChat
360000198503262159,97,WeChat
370000200507150631,50,WeChat
130000198402183045,17,WeChat
110000197912245164,67,WeChat
510000199712091854,89,WeChat
500000199505020226,3,WeChat
360000196806136388,5,WeChat
650000195309042983,28,WeChat
610000198209277490,32,WeChat
540000196006124745,2,WeChat
370000195103319775,45,WeChat
440000197107222636,44,WeChat
310000199912020797,22,WeChat
370000197201128330,77,WeChat
310000200311114611,6,WeChat
440000198703035110,60,WeChat
310000198805279002,9,WeChat
620000199411274775,66,WeChat
530000195905085034,75,WeChat
110000199411152524,17,WeChat
350000195503318583,36,WeChat
110000195808027336,25,WeChat
640000195009186094,63,WeChat
210000197411022919,100,WeChat
230000198205312999,5,WeChat
440000197510283930,36,WeChat
370000195011200793,2,WeChat
140000196505161829,5,WeChat
650000195306247027,81,WeChat
32000019911008538X,29,WeChat
50000019580105094X,91,WeChat
530000196704060986,67,WeChat
540000198712197182,76,WeChat
110000197610233862,13,WeChat
340000198710016459,52,WeChat
310000198811298664,52,WeChat
460000197808170932,54,WeChat
520000197812039861,24,WeChat
360000196203257359,20,WeChat
23000019971207853X,79,WeChat
530000195006022777,93,WeChat
520000198802258969,81,WeChat
220000200308301254,53,WeChat
320000197303146282,84,WeChat
120000195412147544,76,WeChat
310000199911263420,48,WeChat
630000199603053469,37,WeChat
510000199710272168,31,WeChat
450000197208203049,33,WeChat
210000196904011797,38,WeChat
65000019560926027X,53,WeChat
520000199809293008,59,WeChat
510000197612306935,39,WeChat
330000198601202226,79,WeChat
460000197212185375,61,WeChat
520000197510204868,78,WeChat
230000196403253708,33,WeChat
530000198608280419,42,WeChat
500000195508116452,36,WeChat
120000200510305298,10,WeChat
610000197103276102,61,WeChat
410000199302226724,2,WeChat
220000195609309846,84,WeChat
320000197211304917,94,WeChat
130000198205102365,67,WeChat
510000197910287234,26,WeChat
210000196406268346,76,WeChat
540000195208258974,71,WeChat
430000197508278321,70,WeChat
420000196708070916,79,WeChat
330000196605173523,3,WeChat
330000198606234163,90,WeChat
120000195506192303,23,WeChat
430000198911187379,55,WeChat
650000197907160970,70,WeChat
130000200505274345,87,WeChat
370000196705284236,18,WeChat
630000197507223377,80,WeChat
440000198202023234,2,WeChat
460000197310307938,68,WeChat
440000196001282468,93,WeChat
220000195007071041,16,WeChat
140000200410277676,16,WeChat
530000199312123849,2,WeChat
540000199604172265,34,WeChat
500000200506279817,6,WeChat
52000019820608590X,65,WeChat
320000198601068854,44,WeChat
430000199503250564,12,WeChat
540000200301097347,13,WeChat
640000196902217441,7,WeChat
330000195806178051,40,WeChat
51000019900322313X,84,WeChat
430000200307156947,59,WeChat
50000019870321422X,0,WeChat
520000200206205203,51,WeChat
430000197805098191,18,WeChat
530000198808084367,32,WeChat
520000196007094740,59,WeChat
540000197605101144,92,WeChat
410000200605127403,93,WeChat
610000199111187176,48,WeChat
420000198411134981,38,WeChat
640000195902170917,68,WeChat
210000195611307469,93,WeChat
650000195511090890,19,WeChat
14000019511215923X,29,WeChat
540000197009200533,35,WeChat
420000199903020352,56,WeChat
15000020010613869X,7,WeChat
23000019660509897X,26,WeChat
500000198609169610,85,WeChat
340000198409125066,32,WeChat
530000198101199814,49,WeChat
120000197005289376,15,WeChat
350000196801172556,41,WeChat
460000195102237657,52,WeChat
330000200603050086,72,WeChat
610000197107200885,72,WeChat
370000196703040713,99,WeChat
620000197409069845,32,WeChat
530000197604241506,58,WeChat
370000196503024807,93,WeChat
460000195910010928,80,WeChat
530000197612173523,18,WeChat
120000200108288207,90,WeChat
540000197706307846,78,WeChat
370000197109264866,52,WeChat
650000195712203767,41,WeChat
530000198509063937,5,WeChat
42000019990103040X,72,WeChat
320000197901065116,0,WeChat
54000019731114910X,74,WeChat
330000198108086110,76,WeChat
360000200511023713,94,WeChat
650000195501059144,47,WeChat
500000196412106967,48,WeChat
540000198804028319,26,WeChat
630000199406085760,47,WeChat
340000196012186603,60,WeChat
430000197603259831,38,WeChat
640000197202112010,67,WeChat
420000198203136659,48,WeChat
530000198508297627,78,WeChat
440000198411178961,23,WeChat
420000197007213077,69,WeChat
460000196104154411,70,WeChat
210000198104172049,71,WeChat
210000197106157200,62,WeChat
13000019591112201X,10,WeChat
640000196611133619,62,WeChat
540000196010087123,61,WeChat
130000198610314660,1,WeChat
520000200307088608,67,WeChat
540000195511141357,46,WeChat
210000198407035164,23,WeChat
500000195008182437,57,WeChat
120000197102262597,39,WeChat
130000197110246441,67,WeChat
350000195507115636,61,WeChat
360000196909206852,93,WeChat
110000198701117124,39,WeChat
220000198609010741,92,WeChat
440000197211141473,10,WeChat
130000196609292215,85,WeChat
230000199710014313,21,WeChat
460000195903111501,27,WeChat
140000195802117061,56,WeChat
130000197906281744,13,WeChat
540000197808105444,25,WeChat
220000195402132481,20,WeChat
520000200310186321,33,WeChat
640000199009075851,58,WeChat
500000198111053397,60,WeChat
370000198102217201,12,WeChat
500000197911259540,71,WeChat
500000199408291227,75,WeChat
520000195808226462,29,WeChat
330000198405048487,28,WeChat
370000196903140348,75,WeChat
13000019660126624X,38,WeChat
220000198705202081,7,WeChat
23000019510824736X,93,WeChat
610000197909183765,25,WeChat
630000195911184833,38,WeChat
460000199505272543,20,WeChat
370000200006165819,48,WeChat
22000019551012127X,47,WeChat
640000197504166831,34,WeChat
450000198312164048,32,WeChat
230000198407210667,11,WeChat
630000195903226298,34,WeChat
430000198605179979,7,WeChat
520000198102186298,79,WeChat
230000199005285089,79,WeChat
420000199303107403,57,WeChat
450000200004138649,31,WeChat
340000198111281939,44,WeChat
540000196907251370,51,WeChat
430000198908286376,11,WeChat
230000197012081261,7,WeChat
650000200603141126,17,WeChat
450000197203191931,97,WeChat
310000200103179170,7,WeChat
360000195609186808,70,WeChat
310000197309058345,40,WeChat
420000196701047625,6,WeChat
450000197501219541,99,WeChat
330000197704113168,18,WeChat
330000198506203538,64,WeChat
360000199609086493,76,WeChat
640000200103091845,96,WeChat
410000199201139234,62,WeChat
120000200205018321,26,WeChat
120000200407131533,39,WeChat
320000199308013680,47,WeChat
440000198103031802,29,WeChat
320000195110270632,4,WeChat
520000196303248070,0,WeChat
210000200503011293,2,WeChat
510000195403272717,85,WeChat
520000195906253835,12,WeChat
150000197008028564,91,WeChat
150000197501129764,93,WeChat
64000019910322119X,41,WeChat
330000200309070334,51,WeChat
650000197711094537,13,WeChat
450000199108248732,57,WeChat
130000195602078342,32,WeChat
450000195707166685,38,WeChat
620000198909292765,60,WeChat
320000200107129586,81,WeChat
420000195301319260,21,WeChat
310000199809027093,0,WeChat
460000195510087790,21,WeChat
42000019520926667X,33,WeChat
410000196701313418,1,WeChat
130000199603231773,44,WeChat
230000195005066275,62,WeChat
500000200012091152,32,WeChat
13000020020227513X,91,WeChat
110000200602116257,9,WeChat
540000197602237935,5,WeChat
530000199304238056,44,WeChat
460000197906054230,71,WeChat
310000195110105731,95,WeChat
450000200606021595,99,WeChat
31000019910101705X,26,WeChat
210000199303194405,39,WeChat
370000196408023128,39,WeChat
450000195802253736,34,WeChat
13000019980918620X,97,WeChat
36000019590225163X,33,WeChat
110000196405023474,58,WeChat
440000196906084861,84,WeChat
530000200204260737,96,WeChat
320000200505165021,19,WeChat
210000200504010014,59,WeChat
410000197205195891,18,WeChat
630000196312074688,93,WeChat
310000196510118405,60,WeChat
330000198410096723,85,WeChat
330000196311093296,50,WeChat
420000198004135143,48,WeChat
360000199407229169,54,WeChat
460000196002111840,1,WeChat
620000200412311107,72,WeChat
450000200011216190,38,WeChat
640000195904056464,44,WeChat
37000019901227125X,80,WeChat
410000195606131910,47,WeChat
460000196007134304,7,WeChat
620000199301208507,90,WeChat
13000019951117621X,19,WeChat
430000196006149218,24,WeChat
330000197706181826,62,WeChat
340000196704082039,34,WeChat
120000199306303281,99,WeChat
140000197910284392,63,WeChat
650000197405058853,13,WeChat
520000196508308428,32,WeChat
640000196704227606,83,WeChat
610000197404103133,6,WeChat
360000197103171675,98,WeChat
360000196406021880,37,WeChat
140000200306129155,79,WeChat
530000198407309561,60,WeChat
360000195405256333,44,WeChat
210000197603170537,19,WeChat
450000199505026666,7,WeChat
370000195904293923,38,WeChat
54000019730223517X,23,WeChat
610000200207284005,19,WeChat
150000196608056185,7,WeChat
150000199204069100,20,WeChat
610000198504265433,53,WeChat
500000200409162094,67,WeChat
520000199206097091,26,WeChat
150000195707096719,9,WeChat
13000019901020805X,87,WeChat
530000198403275691,60,WeChat
210000198405260632,33,WeChat
520000199101305966,28,WeChat
460000199206232306,8,WeChat
320000199111258692,78,WeChat
46000019831010246X,36,WeChat
640000199108227080,97,WeChat
52000019550213934X,82,WeChat
130000197706166354,80,WeChat
370000195106126557,65,WeChat
610000195008068912,66,WeChat
650000200212095652,88,WeChat
630000195205018686,0,WeChat
620000197102102380,31,WeChat
650000199007156684,75,WeChat
510000195806277950,74,WeChat
540000200206151296,83,WeChat
130000199808113535,55,WeChat
510000197902216647,16,WeChat
540000195410301075,2,WeChat
640000200101206872,73,WeChat
640000197409158489,90,WeChat
420000196703121964,87,WeChat
440000200302093651,56,WeChat
210000196209109071,95,WeChat
620000198805093358,40,WeChat
460000196411026452,16,WeChat
430000199510062684,23,WeChat
210000197905212026,46,WeChat
210000198103230411,9,WeChat
420000200209132261,39,WeChat
520000195609182081,52,WeChat
520000197803269630,72,WeChat
150000198612262642,71,WeChat
41000019600805282X,46,WeChat
640000199905223824,43,WeChat
120000198110276096,93,WeChat
22000019780825500X,35,WeChat
500000198401209791,58,WeChat
130000198406250954,2,WeChat
500000196112011253,39,WeChat
530000200102177078,58,WeChat
510000196111126958,6,WeChat
630000196701135384,95,WeChat
340000195608215191,18,WeChat
360000195607154095,94,WeChat
360000196411052024,71,WeChat
310000198905231153,72,WeChat
620000197311032032,90,WeChat
440000199009046930,31,WeChat
210000197910196075,28,WeChat
320000199511113118,39,WeChat
310000199705134740,93,WeChat
430000195110064316,36,WeChat
360000196301295308,18,WeChat
370000200104289161,51,WeChat
540000198504200789,6,WeChat
140000196711032972,46,WeChat
140000196808070924,14,WeChat
420000197803074805,38,WeChat
530000195105219022,67,WeChat
510000195108174698,76,WeChat
620000199310206079,68,WeChat
430000199507148233,20,WeChat
320000200209030632,65,WeChat
350000198105278890,6,WeChat
510000198403120178,75,WeChat
500000196212110945,71,WeChat
460000198408247130,8,WeChat
130000195111031144,17,WeChat
230000195501025413,85,WeChat
630000196507148536,45,WeChat
630000196002072310,80,WeChat
520000196309122508,69,WeChat
