ID,Total_Count,Refund_Only_Count,Rental_Not_Returned_Count,Partial_Payment_After_Receipt_Count,Payment_Without_Delivery_Count,Amount_of_Loss,level
360000196111141295,55,0,0,0,0,0.0,1
130000196704037474,39,0,0,0,0,0.0,1
140000195205074702,36,0,0,0,0,0.0,1
220000196606219225,42,0,0,0,0,0.0,1
500000198007102048,39,0,0,0,0,0.0,1
370000200508308840,39,0,0,0,0,0.0,1
360000196104146733,47,0,0,0,0,0.0,1
320000197706077760,36,0,0,0,0,0.0,1
210000195805156291,38,0,0,0,0,0.0,1
630000200212256950,41,0,0,0,0,0.0,1
450000196105295433,36,0,0,0,0,0.0,1
110000198209061704,29,0,0,0,0,0.0,1
610000199005266946,34,0,0,0,0,0.0,1
420000200405100224,39,0,0,0,0,0.0,1
120000196712286356,39,0,0,0,0,0.0,1
340000197807019352,39,0,0,0,0,0.0,1
36000019730121025X,39,0,0,0,0,0.0,1
52000019960427126X,38,0,0,0,0,0.0,1
34000019870917728X,36,0,0,0,0,0.0,1
120000195710302776,41,0,0,0,0,0.0,1
440000200306301948,36,0,0,0,0,0.0,1
500000197307277515,38,0,0,0,0,0.0,1
530000196807026051,52,0,0,0,0,0.0,1
510000197905211817,31,0,0,0,0,0.0,1
640000197903316972,34,0,0,0,0,0.0,1
120000200405226256,40,0,0,0,0,0.0,1
510000198211181937,39,0,0,0,0,0.0,1
35000019960415546X,34,0,0,0,0,0.0,1
530000195407284161,35,0,0,0,0,0.0,1
610000200204291082,34,0,0,0,0,0.0,1
64000019520120968X,43,0,0,0,0,0.0,1
640000199106095635,33,0,0,0,0,0.0,1
370000198105047914,35,0,0,0,0,0.0,1
540000199701184719,32,0,0,0,0,0.0,1
420000196902052236,28,0,0,0,0,0.0,1
130000195004266087,42,0,0,0,0,0.0,1
540000197212148697,38,0,0,0,0,0.0,1
540000198104034267,60,0,0,0,0,0.0,1
360000200512199622,35,0,0,0,0,0.0,1
360000197611151769,31,0,0,0,0,0.0,1
54000019621218217X,38,0,0,0,0,0.0,1
110000199207142919,32,0,0,0,0,0.0,1
440000197711125437,49,0,0,0,0,0.0,1
210000195211179939,42,0,0,0,0,0.0,1
650000196310131750,48,0,0,0,0,0.0,1
450000198603133938,46,0,0,0,0,0.0,1
36000019550226276X,37,0,0,0,0,0.0,1
510000197911286727,38,0,0,0,0,0.0,1
340000196707158684,49,0,0,0,0,0.0,1
420000195007291228,47,0,0,0,0,0.0,1
500000196904015439,39,0,0,0,0,0.0,1
450000195605194714,40,0,0,0,0,0.0,1
150000196806113865,44,0,0,0,0,0.0,1
510000197302087263,37,0,0,0,0,0.0,1
530000198511115556,43,0,0,0,0,0.0,1
220000195906155660,40,0,0,0,0,0.0,1
150000200601023785,44,0,0,0,0,0.0,1
430000196805154777,48,0,0,0,0,0.0,1
420000195307011179,49,0,0,0,0,0.0,1
420000197812305505,43,0,0,0,0,0.0,1
360000195305034944,40,0,0,0,0,0.0,1
510000198106233803,44,0,0,0,0,0.0,1
610000198403213001,39,0,0,0,0,0.0,1
620000200312275743,33,0,0,0,0,0.0,1
230000195212219043,43,0,0,0,0,0.0,1
640000199212131986,35,0,0,0,0,0.0,1
460000197601150248,36,0,0,0,0,0.0,1
360000197803255749,48,0,0,0,0,0.0,1
640000200510061133,38,0,0,0,0,0.0,1
46000019640802021X,44,0,0,0,0,0.0,1
410000200001260940,41,0,0,0,0,0.0,1
360000200205166521,39,0,0,0,0,0.0,1
620000200303270481,43,0,0,0,0,0.0,1
330000199911282588,43,0,0,0,0,0.0,1
430000198404307153,40,0,0,0,0,0.0,1
110000195302219541,47,0,0,0,0,0.0,1
630000197602041491,41,0,0,0,0,0.0,1
440000196502030963,42,0,0,0,0,0.0,1
460000200507217770,46,0,0,0,0,0.0,1
640000200412157238,36,0,0,0,0,0.0,1
430000195502134520,35,0,0,0,0,0.0,1
520000199404092267,34,0,0,0,0,0.0,1
420000195109218814,38,0,0,0,0,0.0,1
330000197501272425,32,0,0,0,0,0.0,1
130000195908128795,43,0,0,0,0,0.0,1
360000195909014063,41,0,0,0,0,0.0,1
52000019920326830X,38,0,0,0,0,0.0,1
520000195905260531,44,0,0,0,0,0.0,1
540000197811137658,48,0,0,0,0,0.0,1
150000195001032924,44,0,0,0,0,0.0,1
340000199407065244,47,0,0,0,0,0.0,1
510000196601312235,44,0,0,0,0,0.0,1
310000197012109367,38,0,0,0,0,0.0,1
330000195005211253,41,0,0,0,0,0.0,1
220000198607188677,50,0,0,0,0,0.0,1
430000197503312586,48,0,0,0,0,0.0,1
440000197803052538,36,0,0,0,0,0.0,1
41000019690621849X,41,0,0,0,0,0.0,1
540000197612143430,40,0,0,0,0,0.0,1
340000196808263416,31,0,0,0,0,0.0,1
540000197608092677,39,0,0,0,0,0.0,1
150000197003172604,50,0,0,0,0,0.0,1
110000200603253923,51,0,0,0,0,0.0,1
64000019670808485X,47,0,0,0,0,0.0,1
540000199407068709,44,0,0,0,0,0.0,1
510000197702042312,41,0,0,0,0,0.0,1
330000199012136544,35,0,0,0,0,0.0,1
210000198505253739,33,0,0,0,0,0.0,1
510000196206060648,31,0,0,0,0,0.0,1
420000195810085888,39,0,0,0,0,0.0,1
340000200003199321,30,0,0,0,0,0.0,1
650000195802062160,44,0,0,0,0,0.0,1
230000196302147674,32,0,0,0,0,0.0,1
620000196601151895,40,0,0,0,0,0.0,1
420000197003167149,47,0,0,0,0,0.0,1
630000198412242334,39,0,0,0,0,0.0,1
420000196807304853,50,0,0,0,0,0.0,1
410000198707221564,35,0,0,0,0,0.0,1
650000198211276793,40,0,0,0,0,0.0,1
370000199701266691,32,0,0,0,0,0.0,1
150000198502209111,34,0,0,0,0,0.0,1
500000198302226211,35,0,0,0,0,0.0,1
150000199905052221,40,0,0,0,0,0.0,1
370000198210313559,36,0,0,0,0,0.0,1
41000020011112259X,53,0,0,0,0,0.0,1
350000200408137251,40,0,0,0,0,0.0,1
230000200507157816,49,0,0,0,0,0.0,1
31000019650112271X,43,0,0,0,0,0.0,1
650000200507067560,36,0,0,0,0,0.0,1
110000195802160398,44,0,0,0,0,0.0,1
150000198809168297,47,0,0,0,0,0.0,1
120000196203205247,45,0,0,0,0,0.0,1
370000198612110009,58,0,0,0,0,0.0,1
210000195703055676,39,0,0,0,0,0.0,1
440000197803200502,44,0,0,0,0,0.0,1
540000200612027821,30,0,0,0,0,0.0,1
62000020060624626X,36,0,0,0,0,0.0,1
500000200411256743,51,0,0,0,0,0.0,1
230000195509216644,27,0,0,0,0,0.0,1
650000200106133408,39,0,0,0,0,0.0,1
350000199004171386,29,0,0,0,0,0.0,1
500000199404230806,39,0,0,0,0,0.0,1
35000019771214390X,44,0,0,0,0,0.0,1
650000195102214653,44,0,0,0,0,0.0,1
420000196009106270,52,0,0,0,0,0.0,1
370000197907299334,45,0,0,0,0,0.0,1
610000196509058792,56,0,0,0,0,0.0,1
360000196708141343,33,0,0,0,0,0.0,1
450000196810036349,45,0,0,0,0,0.0,1
41000019700328719X,31,0,0,0,0,0.0,1
440000197212040981,32,0,0,0,0,0.0,1
410000195603155204,39,0,0,0,0,0.0,1
540000197010188156,36,0,0,0,0,0.0,1
330000195510197384,49,0,0,0,0,0.0,1
340000197809214530,31,0,0,0,0,0.0,1
510000196403302239,37,0,0,0,0,0.0,1
310000200402233405,34,0,0,0,0,0.0,1
130000195008154533,34,0,0,0,0,0.0,1
110000198403044385,42,0,0,0,0,0.0,1
13000019610117236X,42,0,0,0,0,0.0,1
650000195705156173,45,0,0,0,0,0.0,1
500000197508285749,34,0,0,0,0,0.0,1
430000198509133137,34,0,0,0,0,0.0,1
230000195803054164,46,0,0,0,0,0.0,1
460000197310239920,45,0,0,0,0,0.0,1
430000198104169174,48,0,0,0,0,0.0,1
150000195303280835,39,0,0,0,0,0.0,1
410000196405184308,41,0,0,0,0,0.0,1
610000199801284731,40,0,0,0,0,0.0,1
320000196405017890,42,0,0,0,0,0.0,1
510000197009158771,41,0,0,0,0,0.0,1
460000198210110219,47,0,0,0,0,0.0,1
140000197907310035,33,0,0,0,0,0.0,1
510000199710095114,36,0,0,0,0,0.0,1
530000195202065870,35,0,0,0,0,0.0,1
110000197806017942,27,0,0,0,0,0.0,1
540000199003167145,38,0,0,0,0,0.0,1
130000195708252353,33,0,0,0,0,0.0,1
120000198205106997,39,0,0,0,0,0.0,1
520000200604109989,37,0,0,0,0,0.0,1
110000197510089090,42,0,0,0,0,0.0,1
210000196710024864,47,0,0,0,0,0.0,1
110000196612096721,42,0,0,0,0,0.0,1
530000199008280970,37,0,0,0,0,0.0,1
370000196307285831,43,0,0,0,0,0.0,1
310000196711140385,40,0,0,0,0,0.0,1
520000200306192163,49,0,0,0,0,0.0,1
23000019680831218X,28,0,0,0,0,0.0,1
530000195706297712,45,0,0,0,0,0.0,1
630000198109241953,33,0,0,0,0,0.0,1
330000198407245265,34,0,0,0,0,0.0,1
630000200511301491,33,0,0,0,0,0.0,1
310000196703300473,39,0,0,0,0,0.0,1
350000197711231094,32,0,0,0,0,0.0,1
650000197811302110,48,0,0,0,0,0.0,1
360000196305131183,39,0,0,0,0,0.0,1
440000198407114340,52,0,0,0,0,0.0,1
650000200211113783,44,0,0,0,0,0.0,1
140000198202212827,40,0,0,0,0,0.0,1
540000195902111163,41,0,0,0,0,0.0,1
350000198212276364,48,0,0,0,0,0.0,1
230000200007305771,51,0,0,0,0,0.0,1
410000195808050211,43,0,0,0,0,0.0,1
150000197804235142,41,0,0,0,0,0.0,1
34000019660815846X,41,0,0,0,0,0.0,1
650000195002080942,45,0,0,0,0,0.0,1
410000195505143808,29,0,0,0,0,0.0,1
110000195701131950,47,0,0,0,0,0.0,1
530000195002044768,31,0,0,0,0,0.0,1
130000199305106464,37,0,0,0,0,0.0,1
230000196608090826,39,0,0,0,0,0.0,1
110000196109240095,43,0,0,0,0,0.0,1
460000195210217581,36,0,0,0,0,0.0,1
62000019830316104X,40,0,0,0,0,0.0,1
610000199312253459,53,0,0,0,0,0.0,1
210000196208249670,35,0,0,0,0,0.0,1
14000019730807742X,44,0,0,0,0,0.0,1
350000199501233912,53,0,0,0,0,0.0,1
410000197408132321,40,0,0,0,0,0.0,1
110000198412040001,34,0,0,0,0,0.0,1
110000195808266249,49,0,0,0,0,0.0,1
230000195001019906,44,0,0,0,0,0.0,1
430000195205272994,46,0,0,0,0,0.0,1
610000196207317293,42,0,0,0,0,0.0,1
650000195106247348,36,0,0,0,0,0.0,1
610000195011283031,44,0,0,0,0,0.0,1
120000195401068955,37,0,0,0,0,0.0,1
340000197702095834,40,0,0,0,0,0.0,1
640000198210079358,45,0,0,0,0,0.0,1
520000195212183828,51,0,0,0,0,0.0,1
360000197909089953,42,0,0,0,0,0.0,1
540000197511263003,37,0,0,0,0,0.0,1
330000200412053583,41,0,0,0,0,0.0,1
460000200211241464,48,0,0,0,0,0.0,1
650000195601096540,31,0,0,0,0,0.0,1
510000197605277814,45,0,0,0,0,0.0,1
150000199808254200,39,0,0,0,0,0.0,1
430000195411257971,37,0,0,0,0,0.0,1
500000196502136158,38,0,0,0,0,0.0,1
150000196202115704,35,0,0,0,0,0.0,1
420000196407211308,36,0,0,0,0,0.0,1
420000197107166255,55,0,0,0,0,0.0,1
520000198406106920,41,0,0,0,0,0.0,1
360000195705164115,42,0,0,0,0,0.0,1
46000019720105330X,39,0,0,0,0,0.0,1
640000197509077125,42,0,0,0,0,0.0,1
150000197912214998,44,0,0,0,0,0.0,1
130000199203165244,43,0,0,0,0,0.0,1
420000196210312244,30,0,0,0,0,0.0,1
520000198907063391,36,0,0,0,0,0.0,1
630000198907222140,47,0,0,0,0,0.0,1
120000200612080042,35,0,0,0,0,0.0,1
37000019670327873X,33,0,0,0,0,0.0,1
530000199405277257,40,0,0,0,0,0.0,1
360000198312280530,43,0,0,0,0,0.0,1
630000195110291364,37,0,0,0,0,0.0,1
230000198311162904,49,0,0,0,0,0.0,1
350000200507016113,30,0,0,0,0,0.0,1
610000198701025375,38,0,0,0,0,0.0,1
640000198812098679,49,0,0,0,0,0.0,1
140000196610070996,38,0,0,0,0,0.0,1
220000199307035286,50,0,0,0,0,0.0,1
210000197301150039,36,0,0,0,0,0.0,1
310000198406283012,49,0,0,0,0,0.0,1
370000195001046913,54,0,0,0,0,0.0,1
410000200007020198,43,0,0,0,0,0.0,1
120000200310301321,47,0,0,0,0,0.0,1
340000198912273285,37,0,0,0,0,0.0,1
310000195203082110,36,0,0,0,0,0.0,1
370000196911243611,47,0,0,0,0,0.0,1
130000197810012689,41,0,0,0,0,0.0,1
460000197604059298,33,0,0,0,0,0.0,1
630000195003106178,40,0,0,0,0,0.0,1
360000196009207139,39,0,0,0,0,0.0,1
52000020001028697X,35,0,0,0,0,0.0,1
320000196412267388,41,0,0,0,0,0.0,1
220000198406120748,30,0,0,0,0,0.0,1
54000019610726072X,40,0,0,0,0,0.0,1
360000198909163118,45,0,0,0,0,0.0,1
640000195510174628,41,0,0,0,0,0.0,1
510000197711172645,46,0,0,0,0,0.0,1
440000198901191771,41,0,0,0,0,0.0,1
330000195306075937,50,0,0,0,0,0.0,1
210000199312238051,44,0,0,0,0,0.0,1
340000195703101977,34,0,0,0,0,0.0,1
540000196001252609,39,0,0,0,0,0.0,1
230000195507107129,37,0,0,0,0,0.0,1
220000195305143250,47,0,0,0,0,0.0,1
450000199309158952,41,0,0,0,0,0.0,1
520000197408165620,53,0,0,0,0,0.0,1
150000199011214877,46,0,0,0,0,0.0,1
440000196109231371,34,0,0,0,0,0.0,1
350000198007153111,37,0,0,0,0,0.0,1
310000199210017999,37,0,0,0,0,0.0,1
330000197712240335,39,0,0,0,0,0.0,1
460000200511301131,35,0,0,0,0,0.0,1
440000200604145808,45,0,0,0,0,0.0,1
450000200110130237,52,0,0,0,0,0.0,1
37000019700112452X,31,0,0,0,0,0.0,1
63000019760222727X,37,0,0,0,0,0.0,1
150000197206112046,40,0,0,0,0,0.0,1
450000195612250892,36,0,0,0,0,0.0,1
33000019720727506X,39,0,0,0,0,0.0,1
51000019720122875X,31,0,0,0,0,0.0,1
140000195409137285,41,0,0,0,0,0.0,1
120000197912209675,44,0,0,0,0,0.0,1
440000200304307369,35,0,0,0,0,0.0,1
220000197707293445,39,0,0,0,0,0.0,1
440000198301093799,32,0,0,0,0,0.0,1
420000199207273209,34,0,0,0,0,0.0,1
500000195202039036,36,0,0,0,0,0.0,1
370000200103214862,44,0,0,0,0,0.0,1
430000197511041931,33,0,0,0,0,0.0,1
420000196703252139,46,0,0,0,0,0.0,1
33000019540209912X,42,0,0,0,0,0.0,1
110000199309303197,42,0,0,0,0,0.0,1
360000196207102274,44,0,0,0,0,0.0,1
410000200004201663,43,0,0,0,0,0.0,1
430000196703288272,43,0,0,0,0,0.0,1
230000197708150704,48,0,0,0,0,0.0,1
450000197804230211,48,0,0,0,0,0.0,1
340000195709117486,34,0,0,0,0,0.0,1
340000196806182583,38,0,0,0,0,0.0,1
430000198609092598,38,0,0,0,0,0.0,1
370000196403316933,31,0,0,0,0,0.0,1
320000198311154447,33,0,0,0,0,0.0,1
420000197403121692,37,0,0,0,0,0.0,1
350000195607318772,47,0,0,0,0,0.0,1
620000198203189643,35,0,0,0,0,0.0,1
500000197212310802,38,0,0,0,0,0.0,1
61000019580407490X,43,0,0,0,0,0.0,1
430000200105045261,29,0,0,0,0,0.0,1
450000199308018392,32,0,0,0,0,0.0,1
350000197002131699,38,0,0,0,0,0.0,1
440000195509278721,37,0,0,0,0,0.0,1
370000196510076111,40,0,0,0,0,0.0,1
150000200510101231,53,0,0,0,0,0.0,1
360000196611258625,41,0,0,0,0,0.0,1
330000195204263929,30,0,0,0,0,0.0,1
450000199901279964,49,0,0,0,0,0.0,1
530000199408014997,32,0,0,0,0,0.0,1
360000196206191666,35,0,0,0,0,0.0,1
360000197511241687,44,0,0,0,0,0.0,1
130000200508155579,40,0,0,0,0,0.0,1
110000197408120258,41,0,0,0,0,0.0,1
230000195002082704,28,0,0,0,0,0.0,1
230000198510094131,35,0,0,0,0,0.0,1
210000195402108463,33,0,0,0,0,0.0,1
210000197008039024,27,0,0,0,0,0.0,1
620000199201139292,47,0,0,0,0,0.0,1
620000198604292422,42,0,0,0,0,0.0,1
62000019870107462X,36,0,0,0,0,0.0,1
460000198702167676,38,0,0,0,0,0.0,1
410000196706017036,43,0,0,0,0,0.0,1
140000200008075718,42,0,0,0,0,0.0,1
220000200603134882,25,0,0,0,0,0.0,1
110000199509131369,41,0,0,0,0,0.0,1
520000200608208482,35,0,0,0,0,0.0,1
340000200608024866,56,0,0,0,0,0.0,1
63000019711011472X,42,0,0,0,0,0.0,1
230000197905132927,43,0,0,0,0,0.0,1
330000199904114455,39,0,0,0,0,0.0,1
450000196510085712,54,0,0,0,0,0.0,1
610000200408164181,37,0,0,0,0,0.0,1
230000196908160777,43,0,0,0,0,0.0,1
53000019760609532X,43,0,0,0,0,0.0,1
120000199608191414,34,0,0,0,0,0.0,1
650000199111281979,39,0,0,0,0,0.0,1
620000197808313075,47,0,0,0,0,0.0,1
31000019630404250X,46,0,0,0,0,0.0,1
420000198807021043,37,0,0,0,0,0.0,1
350000198212299953,32,0,0,0,0,0.0,1
610000200004077858,42,0,0,0,0,0.0,1
520000197307217911,37,0,0,0,0,0.0,1
140000199407133692,42,0,0,0,0,0.0,1
310000195904138797,45,0,0,0,0,0.0,1
630000198701238569,49,0,0,0,0,0.0,1
330000196911192482,47,0,0,0,0,0.0,1
150000197010181162,32,0,0,0,0,0.0,1
43000019810401640X,39,0,0,0,0,0.0,1
110000197207044711,33,0,0,0,0,0.0,1
650000195101216374,36,0,0,0,0,0.0,1
330000198909047082,40,0,0,0,0,0.0,1
120000195812110142,33,0,0,0,0,0.0,1
640000196803080064,37,0,0,0,0,0.0,1
150000195910164238,25,0,0,0,0,0.0,1
320000198812211913,33,0,0,0,0,0.0,1
610000197803136186,37,0,0,0,0,0.0,1
210000195401252850,30,0,0,0,0,0.0,1
61000019510710996X,39,0,0,0,0,0.0,1
54000019851005065X,45,0,0,0,0,0.0,1
330000198006110589,42,0,0,0,0,0.0,1
640000196703072833,42,0,0,0,0,0.0,1
460000198303014293,34,0,0,0,0,0.0,1
120000195409012622,46,0,0,0,0,0.0,1
63000019571102128X,36,0,0,0,0,0.0,1
430000195606204431,40,0,0,0,0,0.0,1
410000195502207749,35,0,0,0,0,0.0,1
370000196708191561,57,0,0,0,0,0.0,1
630000200211244149,35,0,0,0,0,0.0,1
320000196204163912,39,0,0,0,0,0.0,1
150000197308307901,34,0,0,0,0,0.0,1
15000019990523800X,39,0,0,0,0,0.0,1
360000195207102755,42,0,0,0,0,0.0,1
310000197704234900,47,0,0,0,0,0.0,1
650000199507027889,34,0,0,0,0,0.0,1
530000196307251949,41,0,0,0,0,0.0,1
420000195301229214,43,0,0,0,0,0.0,1
530000196407159103,31,0,0,0,0,0.0,1
330000199412205588,48,0,0,0,0,0.0,1
430000195402121888,31,0,0,0,0,0.0,1
320000198908277722,46,0,0,0,0,0.0,1
460000196412049226,29,0,0,0,0,0.0,1
130000195505244118,52,0,0,0,0,0.0,1
110000198405083134,46,0,0,0,0,0.0,1
530000197811075993,36,0,0,0,0,0.0,1
230000196305082087,38,0,0,0,0,0.0,1
520000197509102290,55,0,0,0,0,0.0,1
650000197903060390,53,0,0,0,0,0.0,1
210000197407030297,33,0,0,0,0,0.0,1
510000196903288656,34,0,0,0,0,0.0,1
370000195603123955,45,0,0,0,0,0.0,1
150000196901016641,38,0,0,0,0,0.0,1
65000019800911327X,48,0,0,0,0,0.0,1
210000197609104514,44,0,0,0,0,0.0,1
420000197909074117,43,0,0,0,0,0.0,1
330000197004168061,40,0,0,0,0,0.0,1
630000196304062732,35,0,0,0,0,0.0,1
220000198601111193,42,0,0,0,0,0.0,1
610000200003285276,36,0,0,0,0,0.0,1
65000019930626356X,38,0,0,0,0,0.0,1
650000198205192550,44,0,0,0,0,0.0,1
330000198908043864,47,0,0,0,0,0.0,1
450000195003307224,48,0,0,0,0,0.0,1
440000196306288545,35,0,0,0,0,0.0,1
610000200602078551,47,0,0,0,0,0.0,1
36000020031022739X,42,0,0,0,0,0.0,1
460000196208174652,44,0,0,0,0,0.0,1
310000198002046416,40,0,0,0,0,0.0,1
220000200210094357,38,0,0,0,0,0.0,1
630000197303078905,48,0,0,0,0,0.0,1
610000195508265795,57,0,0,0,0,0.0,1
14000019510905615X,40,0,0,0,0,0.0,1
420000196401304052,32,0,0,0,0,0.0,1
460000200309231598,37,0,0,0,0,0.0,1
440000199712037219,36,0,0,0,0,0.0,1
330000198311199655,45,0,0,0,0,0.0,1
130000198804170423,39,0,0,0,0,0.0,1
650000197206106429,33,0,0,0,0,0.0,1
210000198107018207,56,0,0,0,0,0.0,1
140000196607237310,44,0,0,0,0,0.0,1
11000019710623169X,44,0,0,0,0,0.0,1
530000199109084135,49,0,0,0,0,0.0,1
500000196503111606,24,0,0,0,0,0.0,1
360000199607016408,44,0,0,0,0,0.0,1
370000195508156142,36,0,0,0,0,0.0,1
140000199006188369,37,0,0,0,0,0.0,1
630000198010107519,40,0,0,0,0,0.0,1
340000195101281106,39,0,0,0,0,0.0,1
450000200509147225,39,0,0,0,0,0.0,1
120000197106050663,44,0,0,0,0,0.0,1
540000197309058209,44,0,0,0,0,0.0,1
61000020020525243X,32,0,0,0,0,0.0,1
210000195010108691,38,0,0,0,0,0.0,1
540000199606214748,34,0,0,0,0,0.0,1
540000195304033994,45,0,0,0,0,0.0,1
650000197512302049,49,0,0,0,0,0.0,1
450000195510265962,31,0,0,0,0,0.0,1
420000198605089242,40,0,0,0,0,0.0,1
31000019531206902X,45,0,0,0,0,0.0,1
610000196805125734,38,0,0,0,0,0.0,1
220000196507018583,46,0,0,0,0,0.0,1
460000197808093674,42,0,0,0,0,0.0,1
630000195205161351,47,0,0,0,0,0.0,1
630000199610216852,39,0,0,0,0,0.0,1
33000019880616901X,35,0,0,0,0,0.0,1
130000195110263728,25,0,0,0,0,0.0,1
350000196907188388,52,0,0,0,0,0.0,1
430000199110243312,34,0,0,0,0,0.0,1
520000199702228628,43,0,0,0,0,0.0,1
310000200403059015,39,0,0,0,0,0.0,1
500000200604100155,44,0,0,0,0,0.0,1
350000195801193862,38,0,0,0,0,0.0,1
340000196806252182,46,0,0,0,0,0.0,1
350000196809267461,35,0,0,0,0,0.0,1
510000199001239111,39,0,0,0,0,0.0,1
500000198712141085,47,0,0,0,0,0.0,1
330000199411072242,39,0,0,0,0,0.0,1
220000199204303591,42,0,0,0,0,0.0,1
120000199110021135,46,0,0,0,0,0.0,1
360000199802247244,40,0,0,0,0,0.0,1
620000195211073639,31,0,0,0,0,0.0,1
520000196801290837,32,0,0,0,0,0.0,1
370000196401319399,33,0,0,0,0,0.0,1
640000198308276683,36,0,0,0,0,0.0,1
460000196112273955,39,0,0,0,0,0.0,1
530000199007187512,36,0,0,0,0,0.0,1
510000199701107419,36,0,0,0,0,0.0,1
65000019721019015X,46,0,0,0,0,0.0,1
350000196407079986,33,0,0,0,0,0.0,1
210000199407164892,44,0,0,0,0,0.0,1
450000197102060676,31,0,0,0,0,0.0,1
210000195505202241,41,0,0,0,0,0.0,1
640000198804285538,30,0,0,0,0,0.0,1
310000199203303647,36,0,0,0,0,0.0,1
630000195801141656,30,0,0,0,0,0.0,1
350000200203185153,42,0,0,0,0,0.0,1
340000198509242796,46,0,0,0,0,0.0,1
340000200304167278,34,0,0,0,0,0.0,1
210000198909047536,47,0,0,0,0,0.0,1
440000196001097270,52,0,0,0,0,0.0,1
610000196712057947,42,0,0,0,0,0.0,1
120000200506072452,35,0,0,0,0,0.0,1
130000195711175424,37,0,0,0,0,0.0,1
420000196402043405,52,0,0,0,0,0.0,1
310000198505204439,40,0,0,0,0,0.0,1
630000196201075434,36,0,0,0,0,0.0,1
320000195706038527,41,0,0,0,0,0.0,1
460000195209051764,49,0,0,0,0,0.0,1
510000196706134463,25,0,0,0,0,0.0,1
360000196404264977,48,0,0,0,0,0.0,1
610000199908231891,42,0,0,0,0,0.0,1
330000195812148035,45,0,0,0,0,0.0,1
120000198502173010,54,0,0,0,0,0.0,1
230000199106235806,39,0,0,0,0,0.0,1
110000198509056317,45,0,0,0,0,0.0,1
120000199901274518,38,0,0,0,0,0.0,1
120000196005214388,41,0,0,0,0,0.0,1
230000195603280992,31,0,0,0,0,0.0,1
370000195109147900,50,0,0,0,0,0.0,1
320000196905102688,42,0,0,0,0,0.0,1
230000200108300128,37,0,0,0,0,0.0,1
33000019900117174X,45,0,0,0,0,0.0,1
46000019640627067X,41,0,0,0,0,0.0,1
64000019790816711X,48,0,0,0,0,0.0,1
220000198204026294,32,0,0,0,0,0.0,1
460000196605088571,44,0,0,0,0,0.0,1
150000195106147656,32,0,0,0,0,0.0,1
310000200104221705,49,0,0,0,0,0.0,1
450000200108266469,34,0,0,0,0,0.0,1
14000019641206435X,32,0,0,0,0,0.0,1
650000195905151588,48,0,0,0,0,0.0,1
500000195304081315,27,0,0,0,0,0.0,1
370000197908281814,40,0,0,0,0,0.0,1
310000196006171880,33,0,0,0,0,0.0,1
620000196801012777,37,0,0,0,0,0.0,1
440000198505144359,30,0,0,0,0,0.0,1
510000198904269157,46,0,0,0,0,0.0,1
130000199407251697,36,0,0,0,0,0.0,1
640000200208228764,37,0,0,0,0,0.0,1
210000196208251164,35,0,0,0,0,0.0,1
330000195502207052,38,0,0,0,0,0.0,1
140000197502170935,31,0,0,0,0,0.0,1
540000200103197080,46,0,0,0,0,0.0,1
310000199706050522,42,0,0,0,0,0.0,1
620000196502266400,33,0,0,0,0,0.0,1
640000195810121384,42,0,0,0,0,0.0,1
120000200009276999,37,0,0,0,0,0.0,1
500000200507029270,41,0,0,0,0,0.0,1
350000199909294428,46,0,0,0,0,0.0,1
440000196609257383,45,0,0,0,0,0.0,1
520000197504257314,40,0,0,0,0,0.0,1
420000198905282415,43,0,0,0,0,0.0,1
530000195711304921,53,0,0,0,0,0.0,1
420000196001031622,41,0,0,0,0,0.0,1
50000019540225120X,36,0,0,0,0,0.0,1
210000197304085789,32,0,0,0,0,0.0,1
440000197902010333,31,0,0,0,0,0.0,1
410000195603175133,31,0,0,0,0,0.0,1
320000198204016946,37,0,0,0,0,0.0,1
330000196803186077,45,0,0,0,0,0.0,1
630000196111182287,44,0,0,0,0,0.0,1
310000198403132382,42,0,0,0,0,0.0,1
310000195503239319,33,0,0,0,0,0.0,1
520000197501224736,39,0,0,0,0,0.0,1
36000019650203928X,38,0,0,0,0,0.0,1
130000198804093958,46,0,0,0,0,0.0,1
370000195908107120,33,0,0,0,0,0.0,1
610000198211261252,36,0,0,0,0,0.0,1
460000196108196192,38,0,0,0,0,0.0,1
640000197404044749,31,0,0,0,0,0.0,1
43000020040525855X,27,0,0,0,0,0.0,1
350000197505163182,61,0,0,0,0,0.0,1
120000197001299788,38,0,0,0,0,0.0,1
360000198407093818,25,0,0,0,0,0.0,1
530000195806262285,51,0,0,0,0,0.0,1
330000196002248661,60,0,0,0,0,0.0,1
410000200602137809,46,0,0,0,0,0.0,1
620000199206245190,46,0,0,0,0,0.0,1
370000198810274821,44,0,0,0,0,0.0,1
630000199702183357,49,0,0,0,0,0.0,1
150000195109038092,38,0,0,0,0,0.0,1
360000198807044409,38,0,0,0,0,0.0,1
460000198404296103,39,0,0,0,0,0.0,1
520000198903023376,40,0,0,0,0,0.0,1
140000196708271948,32,0,0,0,0,0.0,1
460000198601287572,41,0,0,0,0,0.0,1
630000197603267142,40,0,0,0,0,0.0,1
33000019740222097X,38,0,0,0,0,0.0,1
120000197712178659,36,0,0,0,0,0.0,1
340000195007207698,37,0,0,0,0,0.0,1
120000195101260558,46,0,0,0,0,0.0,1
